"cod_cent";"id";"nombre";"tipo_elem";"x";"y"
"47601";10009;"C/, Arturo Soria - Eladio López Vilches-Av, San Luis";"URB";443358,372261921;4480733,50280895
"53014";6145;"C/, Poeta Blas de Otero - Poeta Blas de Otero-Av, Marqués de Corbera";"URB";444371,963997363;4474827,58166048
"54017";3783;"Av, Vicálvaro a Canillejas - Av, Vicálvaro a Canillejas-Pl, Vicalvarada";"URB";448247,009681084;4473533,07158848
"54023";6211;"C/, Calahorra  - Av, Daroca-Camino Viejo de Vicálvaro";"URB";447824,877617887;4472966,0124007
"29013";9909;"DEHESA DE LA VILLA N-S(AV,COMPLUTENSE-M-30)";"URB";438038,198391613;4478643,74873147
"32300";4584;"(MICRO)GTA PIEDRAFITA CEBRERO(ENTREG,10 Y 12)((P,M,3)";"URB";439630,379956946;4480245,55053382
"32301";3555;"(MICRO) GTA,PIEDRAFITA CEBRERO(DELANTE G,12)(P,M,4)";"URB";439655,020369382;4480234,96862353
"33001";4585;"P: CASTELLANA N-S(M-30 -AV, MONFORTE DE  LEMOS)";"URB";441780,821978764;4480860,2991203
"33002";4586;"DANIEL VAZQUEZ DMAZ E-O(MAURICIO LEGENDRE-P: CASTELLANA)";"URB";441913,089745804;4480690,31103784
"92005";5759;"Pso Direccion E-O (Almortas-Gardenias)";"URB";440144,241596865;4479603,26104867
"24019";4753;"(TACTICO) LOPEZ MEZQUIA  E-O(CASTELFLORITE-VIA CARPETANA)";"URB";437321,537000796;4471807,89270294
"25037";4802;"AV, CORDOBA ENTRE SOCUELLAMOS Y PIEDRABUENA S-N";"URB";440833,522160803;4470278,69519328
"28033";4882;"GOLONDRINA ENTRE BAJA DE LA IGLESIA Y GALAXIA";"URB";433564,106749623;4478650,32501701
"37009";4896;"MAQUEDA ENTRADA CRUCE SENTIDO O-E";"URB";435396,352658177;4470992,20154017
"38011";4932;"AV, POBLADOS E-O(ANTONIO ROMERO-VIA LUSITANA)";"URB";437863,918117027;4469474,10252335
"38012";4933;"AV, POBLADOS E-O(VIA LUSITANA-ABRANTES)";"URB";437612,22110032;4469507,23885001
"39023";4976;"EDUARDO BARREIROS N-S GIRO IZADA,(AV, POBLADOS-AV, ROSALES)";"URB";440892,569197931;4469092,17424978
"39041";4988;"(TACTICO)CRISTO VICTORIA E-O(SAN BASILIO-RAFAELA YBARRA)";"URB";439591,668874693;4470038,47398712
"42021";5889;"GINZO DE LIMIA, 60 S-N";"URB";440165,310151411;4481653,42672517
"42022";5890;"FERMÍN CABALLERO 53 O-E";"URB";439995,998871687;4481646,4574659
"42024";5892;"ACCESO M-607 A AV, CARDENAL HERRERA ORIA";"URB";440747,246606519;4482494,37790984
"42053";3714;"(TACTICO) AV, CARDENAL HERRERA ORIA, 178 GIRO IZDA, A GINZO LIMIA (PROX, GR-4)";"URB";439847,068272857;4481868,89482813
"48010";4782;"(TACTICO)DOLORES BARRANCO E-O";"URB";439648,425460306;4470482,89604963
"48011";4780;"PTE, DE ANDALUCIA ENTRADA GTA, CADIZ  E-O";"URB";440701,340926448;4471143,38162113
"50020";3742;"Pº STA, Mª CABEZA N-S (LATERAL)";"URB";439181,316083485;4470885,95372686
"50021";5087;"ANTONIO LEYVA S-N(ALEJANDRO SANCHEZ-STA, LUCRECIA)";"URB";439165,903949294;4471035,40481882
"51018";5115;"NTRA,SRA, VALVANERA N-S (ACEUCHAL-PL, ALMODOVAR)";"URB";437557,058243167;4471331,20672827
"73007";9998;"AV, CARDENAL HERRERA ORIA E-O (GAVILANES - ARROYOFRESNO)";"URB";437301,907333144;4480957,75745137
"75410";6953;"(TACTICO)ALONSO QUIJANO O-E";"URB";441896,564197375;4484017,2700515
"77009";10214;"FROMISTA E-O(MOLINASECA-CASTIELLO JACA)";"URB";442600,719027243;4484479,48820392
"80037";5178;"AV, POBLADOS S-N(PADRE PIQUER-SEBASTIAN ALVARO)";"URB";434840,004470551;4471404,91308299
"84048";9978;"(TACTICO) AV, EURO E-O(EXCELENTE-AV, CARABANCHEL ALTO)";"URB";436037,048750995;4468422,19686679
"85036";4786;"ANTONIO LOPEZ ENTRE VADO Y CNO, PERALES  N-S";"URB";440870,634713673;4470804,13139671
"87019";5350;"ZAFIRO O-E (ESTEFANIA-AV, ROSALES)";"URB";442594,304306687;4466711,46338251
"94017";5398;"DOMINGO PARRAGA O-E(PSO, FERROVIARIOS-TRAV, LEGANES)";"URB";439198,577986926;4465978,93245115
"95027";5020;"FRANCISO BRIZUELA  S-N(BENICASIM-Pº EXTREMADURA)";"URB";437307,739405215;4473451,54924923
"96053";5107;"PINZON N-S";"URB";437182,317189077;4471221,09033725
"98300";5181;"(MICRO)CTRA, BOADILLA E-O (N-V-CARABIAS)";"URB";434936,25110218;4472323,6508377
"98034";5175;"CTRA, CARABANCHEL ARAVACA E-O(DANIEL SEGOVIA-VILLAVICIOSA)";"URB";434393,072188652;4471909,50455628
"98036";5177;"(TACTICO)SEBASTIAN ALVARO S-N(CINE-AV, POBLADOS) (CARRIL IZDA,)";"URB";434456,335136066;4471779,86878801
"98037";5172;"(TACTICO) CTRA, CARABANCHEL ARAVACA E-O(GIRO SEBASTIAN ALVARO)";"URB";434484,603722902;4471789,23175266
"98038";4894;"CUART DE POBLET ENTRADA CRUCE SENTIDO N-S";"URB";436193,211016706;4472001,52189698
"98039";9992;"SEBASTIAN ALVARO S-N(CINE-AV, POBLADOS) (CARRIL DCHA,)";"URB";434461,295711348;4471776,8413667
"98041";10223;"CTRA, CARABANCHEL ARAVACA E-O GIRO IZQDA (PILAR-SEBASTIAN ALVARO)";"URB";434625,944460679;4471638,52107595
"02302";7035;"(MICRO) Interior Dr, Esquerdo N-S - Delante Grupo1";"URB";443215,154367974;4474357,42160286
"16049";4320;"Cuesta San Vicente O-E - Salida Calle 30-Arriaza";"URB";439102,41758073;4474652,12964062
"55060";6270;"Av, Machupichu - Av, Piceas-Av, de los Andes";"URB";447164,447414876;4478451,01753849
"55414";6284;"C/, Añil - Hipercor-Av, de los Andes";"URB";447622,655672294;4478668,79606867
"56002";3659;"C/, López de Hoyos - Guisona-Gran Vía de Hortaleza";"URB";444606,203128594;4479884,27554895
"56006";3660;"C/, Mar Caspio - Mar de las Antillas-Felipe Herranz";"URB";445074,738266896;4480519,82095802
"56020";9846;"Ctra, Acceso Estación de Hortaleza - Virgen del Carmen-Av, San Luis";"URB";444312,73377271;4480390,80397993
"57001";6332;"Av, Logroño  - Las Ramblas-Joaquín Ibarra";"URB";449609,322022519;4478979,50873934
"57002";6333;"Av, Logroño - Bande-Manuel Aguilar Muñóz";"URB";449874,768841974;4479152,7359738
"59005";6359;"C/, Virgen del Lluc  - José del Hierro-Alcalde López Casero";"URB";444491,23553136;4476196,4399645
"59006";6360;"C/, Virgen de la Alegría  - Virgen del Portillo-Virgen de Lluc";"URB";444389,404503062;4476264,31298766
"59008";6362;"C/, Alcalde López Casero - Alcalá-Virgen de Lluc";"URB";444379,815139411;4476116,5109158
"59010";6364;"C/, Virgen del Sagrario - Virgen de Lluc-Elfo";"URB";444984,403075956;4476270,23151113
"67616";9953;"Corregidor Diego Valderrabano - Primavera de Praga-Dr, Garcia Tapia";"URB";444175,507277417;4473774,97247052
"14034";4234;"EMBAJADORES S-N(PALOS FRONTERA-SEBASTIAN ELCANO)";"URB";440517,727720258;4472734,64054001
"91013";9925;"Av, Burgos S-N (Av, Burgos - Av, san Luis)";"URB";442730,364006327;4481233,96966508
"24018";4752;"CARPETANA ENTRE NTRA, SRA VALVANERA Y LAGUNA";"URB";437060,623553773;4471583,05805473
"25028";4794;"TOMELLOSO O->E ENTRE PIEDRABUENA Y AV CORDOBA";"URB";440765,130941772;4470421,65750665
"58012";5145;"CLARA CAMPOAMOR, 71 N-S(WENCESLAO-CARCASTILLO)";"URB";437793,236507263;4470192,00120857
"58013";5146;"Cº VIEJO DE LEGANES S-N";"URB";437857,113410564;4470201,67497552
"58014";5147;"AV, ABRANTES O-E(BESOLLA-PL,VULCANO) FRENTE";"URB";437747,035678044;4469819,14536804
"73006";6547;"TÁCTICO - CAMINO TIRO A PICHON";"URB";436107,633352393;4482265,32594311
"73038";10324;"GLORIA FUERTES E-O(JUANITA CRUZ-MARIA CASARES)";"URB";438564,801468069;4483016,80902505
"73039";10323;"GLORIA FUERTES E-O(MARIA CASARES-SENDA DEL INFANTE)";"URB";438490,910393741;4482931,72668121
"73040";10322;"MARIA CASARES S-N(MARIA DE MAEZTU-GLORIA FUERTES)";"URB";438557,211851208;4482904,81943287
"16013";4291;"Flor Baja O-E - Leganitos-Gran Via";"URB";439743,073610171;4474885,10111948
"16014";4292;"Gran Via, 64 S-N - Garcia Molinas-General Mitre";"URB";439812,488697028;4474899,75338295
"62061";3751;"Sor Angela de la Cruz O-E(Lateral) - Bravo Murillo-Infanta Mercedes";"URB";440871,7666132;4479071,28031175
"47404";6107;"C/, Alonso Saavedra - Mesena-Arturo Soria";"URB";443501,392748409;4480125,19329445
"52406";3781;"C/, El Bosco  - Maruja García Romero-Ramón Pérez Ayala";"URB";444495,000444195;4472816,32003772
"52409";6131;"Acceso Vía Servicio A-3 - El Bosco-A-3";"URB";444464,681909315;4472856,87819854
"52410";6132;"C/, Maruja García Romero - Maruja García Romero-El Bosco";"URB";444454,960383031;4472806,62445831
"53029";6159;"Av, Trece Rosas  - Av, Trece Rosas-Pl, Agustín González";"URB";445119,49083493;4475284,90227199
"53401";6179;"Av, Marqués de Corbera - Santa Prisca-Teresa Sáinz Heredia";"URB";444743,379873965;4475259,32032727
"53402";6180;"C/, Francisco Villaespesa - Ledesma-Francisco Villaespesa";"URB";445080,337011439;4475569,62660582
"53404";6182;"C/, Francisco Villaespesa - Francisco Villaespesa-Ledesma";"URB";445121,998772152;4475571,71540966
"53405";6183;"C/, Francisco Villaespesa - Francisco Villaespesa-Lago Constanza";"URB";445228,610270616;4475591,69045288
"53406";6184;"C/, Francisco Villaespesa - Francisco Villaespesa-Salas Barbadillo";"URB";445273,033662356;4475594,39707112
"17028";4360;"Pintor Rosales N-S - Benito Gutierrez-Altamirano";"URB";438696,249626537;4475732,52228748
"17030";4362;"Francisco y Jacinto Alcantara E-O - Pº Camoens - Pintor Rosales";"URB";438669,097531894;4475636,46856553
"50008";5069;"MARCELO USERA E-O(SAN MAGIN-S, FILIBERTO)";"URB";439303,274518535;4470758,08286359
"50009";5070;"CNO,VIEJO LEGANES S-N(FCO,ICAZA-OPORTO)";"URB";438194,101103424;4470774,45360728
"50010";5071;"PORTALEGRE S-N(AV, ABRANTES-OPORTO)";"URB";438568,23662704;4470708,55654742
"50012";5076;"PORTALEGRE S-N(OPORTO-VALLE ORO)";"URB";438602,578403025;4470885,08265063
"50016";5079;"AV, ABRANTES O-E(PORTALEGRE-BRAGANZA)";"URB";438667,452019234;4470689,63815462
"84035";5270;"PINAR SAN JOSE S-N";"URB";434029,711245865;4468418,71236806
"87009";5344;"AV, OROVILLA S-N (UNANIMIDAD-CIRCULO)";"URB";441436,785313354;4468133,39624675
"96051";5114;"OCA ENTRE EDUARDO MORALES Y BLANDÓN SENTIDO E-O";"URB";437306,963607765;4471210,54445311
"31049";3734;"VILLAAMIL S-N(BUSTILLO -ISLA GOMERA)";"URB";439968,554971869;4479159,3424679
"58009";5140;"FARO E-O ENTRE VÍA LUSITANA Y ABRANTES";"URB";438375,059587149;4470303,56622662
"78018";10062;"PORTOMARIN O-E(FROMISTA-AV, CAMINO SANTIAGO)";"URB";443424,408570792;4484802,92176628
"95013";5035;"FRUELA N-S";"URB";438004,401612474;4473858,58979496
"98018";4908;"ACCESO N-V ENTRADA AL 37290";"URB";435192,123014175;4472222,05426417
"98019";3403;"SESEÑA ENTRE ILLESCAS Y ACC, N-V";"URB";435182,97606627;4472208,33008978
"98020";5166;"ACCESO DE N-V A CTRA, BOADILLA";"URB";435030,037165191;4472329,9064814
"98021";3637;"CTRA, BOADILLA E-O (N-V-CARABIAS)";"URB";435057,24142768;4472313,75563252
"98022";5179;"CTRA, BOADILLA O-E (CARABIAS-N-V)";"URB";435057,323457637;4472309,73478756
"10032";4076;"O´Donnell O-E - Fernan Gonzalez-Maiquez";"URB";442816,817563825;4474748,87640567
"13030";3719;"(AFOROS)Sta Maria Cabeza, 11 N-S(Lat, Dcho, Superficie) - ";"URB";441074,909566451;4473097,31951383
"13031";4174;"Sta, Maria Cabeza, 11 N-S(Tunel) - Ronda Atocha-Murcia";"URB";441080,470241217;4473093,82211949
"13033";4176;"Murcia 1 E-O - Sta Maria Cabeza-Pº Delicias";"URB";441035,914029582;4472981,74632615
"13037";3692;"Jose Antonio Armona N-S - Sebastian Elcano-Sta Maria Cabeza";"URB";440852,064517499;4472944,86409814
"61021";3486;"Sta,Maria Magdalena S-N - Prieto Ureña-Memorial 11 de Marzo 2004";"URB";443062,294691696;4479684,00162947
"61022";5535;"Pº de la Habana N-S - Mateo Inurria-Comandant Franco";"URB";442431,026299945;4479845,62028807
"61023";5536;"Pº de la Habana  N-S - Menéndez Pidal-Comandate Franco";"URB";442399,438315576;4479656,73528841
"61040";5552;"Av,Pio XII S-N - Madre de Dios-Madreselva";"URB";442678,60072202;4479315,03089926
"53031";6160;"C/, Lago Constanza - Arriaga-Av, Daroca";"URB";445235,99731905;4475372,60738003
"53032";6161;"C/, José María Pereda  - Servando Batanero-Francisco Villaespesa";"URB";445055,543989888;4475620,52215161
"53034";6162;"C/, Ezequiel Solana  - Servando Batanero- Francisco Villaespesa";"URB";445339,701583412;4475680,32389037
"14026";4222;"P: ACACIAS O-E(P: ESPERANZA-GASSMETRO)";"URB";439951,140781841;4472793,74311714
"14027";4226;"P: ACACIAS O-E(P: DE LOS OLMOS-GASSMETRO)";"URB";439830,503676113;4472750,19778225
"65037";6448;"Av, Miguel Hernández - Av, Miguel Hernández-Av, Pablo Neruda";"URB";445781,090526255;4471619,71618628
"65039";6450;"C/, Arroyo Fontarrón - Tacona-Fuente Carrantona";"URB";445633,678104052;4471923,32383367
"65040";6451;"C/ Andaluces - Antonio Mairena-Av, Pablo Neruda";"URB";445580,460697506;4471399,61076993
"65041";6452;"Av, Moratalaz  - Camimo Vinateros-Av, Doctor García Tapia";"URB";445484,278846018;4473375,56537639
"65049";6458;"C/, José Bergamin - José Bergamín-Fuente Carrantona";"URB";446483,558860926;4473547,64916608
"65051";3833;"Av, Doctor García Tapia - M-40-Rabat";"URB";446892,212379698;4473071,21750595
"65052";6459;"C/, Rabat - Rabat-Av, Doctor García Tapia";"URB";446770,164503783;4473183,10904264
"27020";4843;"(TACTICO)PSO, FERROVIARIOS S-N(SAN AURELIANO-PSO, ALBERTO PALACIOS)";"URB";439050,419439405;4466068,05216908
"27027";7001;"PSO, FERROVIARIOS N-S(JOSE PINO-DOMINGO PARRAGA)";"URB";439075,913611295;4466180,12885341
"27029";4846;"PSO, FERROVIARIOS S-N(DOMINGO PARRAGA-JOSE PINO)";"URB";439034,872060939;4465998,41310394
"87030";9944;"AV, ROSALES N-S (SILVINA-SILVINA)";"URB";441491,748799939;4468636,60872382
"87031";9943;"AV, ROSALES S-N (M-40 - OLIGISCO)";"URB";441812,266935984;4468411,77595816
"87024";5356;"(TACTICO) ORO O-E";"URB";442456,080635162;4466898,34317253
"98001";5025;"PTA, ANGEL S-N(Pº EXTREMADURA-AV, PORTUGAL)";"URB";438127,546521846;4473995,50210552
"01005";3844;"(AFOROS) Pº Castellana S-N  - Eduardo Dato - Pl,Emilio Castelar";"URB";441605,765071902;4476132,13924728
"02019";3871;"Fdez, Shaw S-N - Federico Moreno Torroba-Pl, Conde Casal";"URB";443224,742406629;4472982,18425757
"02048";5072;"Dr, Esquerdo N-S - Valderribas-Av, Ciudad Barcelona";"URB";442794,532529448;4472614,85964144
"03004";3949;"Joaquin Costa 26 O-E  - (Pl, Republica Argentina - Velazquez)";"URB";442010,383570348;4477199,71481462
"04024";3929;"Gabriel-Galan S-N - Guerrero Mendoza-Ramon y Cajal";"URB";443080,021543235;4478143,02082175
"05025";10048;"Serrano 191 N-S - Turia - Cidacos";"URB";442171,127444189;4478021,06848233
"05026";10050;"Serrano 206 S-N - Cinca - Turia";"URB";442203,185772363;4477926,21358583
"06025";3965;"Velazquez, 74 S-N - Ramon de la Cruz-Ortega y Gasset";"URB";441997,70668377;4475622,05137379
"07001";3992;"Francisco Silvela N-S - Maria Molina-Diego de Leon";"URB";442654,237370317;4476381,02379695
"08018";4017;"Jose Ortega y Gasset E-O - Nuñez de Balboa-Velazquez";"URB";442103,715078713;4475737,62119934
"09023";4037;"Julio Camba, 5 N-S - Av, Toreros-Alcala";"URB";443665,38301294;4475829,88335038
"10028";4072;"O´Donnell O-E - Av, Menendez Pelayo-Antonio Acuña";"URB";442391,943417946;4474779,77379886
"12011";4118;"Juan Vera E-O - Juana Doña-Pº Delicias";"URB";441150,221775948;4471960,01357283
"12012";4119;"Pº Delicias S-N - Alejandro Ferrant-Juan Vera";"URB";441049,383612482;4471853,83997792
"13047";3586;"Batalla del Salado N-S - Canarias-Ferrocarril";"URB";440936,631932532;4472605,89593087
"15301";4272;"(MICRO) Pl, Cibeles N-S(Delante G,9)(P,M,2) - (MICRO) Pl, Cibeles N-S(Delante G,9)(P,M,2)";"URB";441164,076318829;4474519,01197089
"16033";4305;"(AFOROS) Hortaleza, 11 O-E - Gran Via-Infantas";"URB";440523,170963085;4474633,75914343
"17033";4364;"Pintor Rosales N-S - Buen Suceso-Quintana";"URB";438929,035200166;4475412,08748912
"18025";10217;"Alberto Aguilera, 44 E-O(Entrada Tunel) - Blasco de Gara-Guzmán el Bueno";"URB";439584,018918083;4475757,07620767
"21003";4428;"Gral, Martinez Campos, 24 O-E - Fdez, de la Hoz-Zurbano";"URB";441082,204888388;4476276,41110148
"22300";4465;"(MICRO) Pl, San Juan de la Cruz N-S (P,M,3)(Delante G,2) - (MICRO) Pl, San Juan de la Cruz N-S (P,M,3)(Delante G,2)";"URB";441307,548533055;4476954,37052335
"43029";5440;"(TACTICO) Ramón Castroviejo O-E - Pto,Maspalomas-Av,Betanzos";"URB";439539,994610498;4481251,9825026
"60056";3448;"Padre Damián S-N - Concha Espina-Rafael Salgado";"URB";441787,311071111;4478262,25792864
"60057";5500;"Pºde la Habana S-N - Pl,Quito-Segre";"URB";441732,731807502;4477996,33331062
"61019";5533;"Av,Pio XII S-N - Comandante Franco-Memorial 11 de Marzo 2004";"URB";442755,041984358;4479698,91405819
"61072";5583;"Víctor Andrés Belaunde N-S - Potosi-Alberto Alcocer";"URB";442321,148855621;4478791,24049659
"61102";5608;"Principe de Vergara S-N - Pl,República Dominicana-Alfonso XIII";"URB";442625,085017393;4478936,87830367
"62013";5628;"Ulpiana Benito S-N - Sófora- Bravo Murillo";"URB";441252,882235556;4479575,91634193
"62014";5629;"Capitán Blanco Argibay N-S - Mundillo-Bravo Murillo";"URB";440960,033260753;4479592,89113003
"62050";5664;"Infanta Mercedes S-N - San Enrique-San Germán";"URB";440791,453977578;4478601,84817342
"63003";3426;"Bravo Murillo N-S - Castilla-San Raimundo";"URB";440377,621680972;4478246,20229329
"63031";5718;"Raimundo Fdez,Villaverde E-O - Cicerón-Gta,Cuatro Caminos";"URB";440584,992473017;4477585,25088529
"63063";3511;"Filipinas 14 E-O(Entrada Túnel) - Jesús Maestro-Blasco Garay";"URB";439709,139595433;4476812,18993801
"97035";3412;"Av,Federico Rubio S-N  - Pablo Iglesias  - Almansa";"URB";439935,019118787;4477781,2071253
"97038";4260;"Cuesta de la Vega O-E - Ronda Segovia-Bailén";"URB";439361,698282389;4474076,16766077
"97074";3506;"PºAcacias N-S - Pl,Ortega y Munilla-Gta,Pirámides";"URB";439539,883456326;4472585,35072449
"97106";4051;"O´Donell 69 E-O - Iturbe-Dr,Esquerdo";"URB";443379,557636069;4474687,4766276
"61043";5555;"Comandante Franco O-E - Pº de la Habana-Av,Pio ";"URB";442645,977343905;4479651,92054196
"61044";5556;"Madre de Dios E-O - Palmito-Av,Pio XI";"URB";442734,928560489;4479252,16257172
"40011";3754;"Av, Palomeras - Pedro Laborde-Av, Pablo Neruda";"URB";445022,629411599;4470728,55194687
"40026";5806;"C/, Carlos Martínez de la Riva - Javier de Miguel-Carlos Martín Álvarez";"URB";443593,922895112;4471127,05566635
"41025";5835;"C/, Payaso Fofó - Arroyo del Olivar-Av, Albufera";"URB";444049,949404841;4471513,80414158
"44001";5907;"Alcalá - Virgen de la Alegría-Fernández Lanseros";"URB";444128,086569451;4475872,13909548
"44401";5943;"C/, Miguel Yuste  - Miguel Yuste-Alcalá";"URB";446951,04821919;4476894,7265073
"45043";5988;"C/, Gandhi - Institución Libre Enseñanza-José Arcones Gil";"URB";446544,432084434;4475225,14246293
"46013";6021;"C/, Arturo Soria  - Condesa de Venadito-Hernández de Tejada";"URB";444965,065136324;4477548,90589672
"46401";6046;"C/, Arturo Soria - Ángel Gordillo-Emeterio Castaños";"URB";443698,536408876;4479237,52144574
"47408";6109;"C/, Mesena  - Eladio López Vilches-Av, San Luis";"URB";443601,028714212;4480642,0936041
"53041";6167;"C/, Luis Ruiz  - Vital Aza-Ascao";"URB";445791,317556405;4475888,16741081
"54016";3782;"Paseo Artilleros - Casalarreina-Calahorra";"URB";448273,82751536;4473279,21317438
"55027";6244;"Av, Machupichu - Mota del Cuervo-Silvano";"URB";446127,346987945;4479429,00530573
"55072";10139;"C/, Silvano 83 - Av, Machupichu-Alcorisa";"URB";446056,693582423;4479311,52918717
"55074";10152;"C/, Silvano 121 - Joaquín Fernández Leiva-Miguel Riesco";"URB";446420,869623768;4479304,85221762
"55076";10150;"Plaza Andrés Jáuregui - Ramón Power-Silvano";"URB";446613,532372736;4479361,2625776
"55077";10147;"C/, Silvano 155 - Haendel-Francisco Mosqueda";"URB";446839,806560882;4479296,71921946
"55080";10169;"C/, Emigrantes - Torquemada-Tribaldos";"URB";445969,80273618;4479867,546773
"56025";6305;"C/, Mar Caspio - Felipe Herranz-Mar de las Antillas";"URB";445196,972352899;4480537,66655662
"56029";6309;"C/, Mar Adriático - Chiquinquira-Ayacucho";"URB";445812,817309046;4480228,79766803
"56030";6310;"Ctra, Acceso Estación de Hortaleza - Capitán Cortés-Santa Adela";"URB";444695,616204115;4481091,90003836
"59026";6379;"C/, Esteban Mora   - María Nistal-Antonio Acuña";"URB";444334,427158888;4476599,55658973
"59027";6381;"Acceso desde M-30 - M-30-Salvador de Madariaga";"URB";444175,272069205;4476551,33474751
"59028";6382;"Av, Badajoz - M-30-Salvador de Madariaga";"URB";444182,093299481;4476890,28158891
"59030";3792;"C/, Torrelaguna          - Av, Badajoz-General Kirkpatrick";"URB";444627,899407519;4477035,81842218
"59032";6384;"Av, Badajoz - Aristótles-Madre Antonia Paris";"URB";444693,537123018;4477178,88309741
"59033";6385;"C/, Madre Antonia Paris - Agastia-Av, Badajoz";"URB";444721,418331488;4477281,14572721
"64003";6390;"Av, Canillejas a Vicálvaro - Julián Camarillo-Etruria";"URB";447995,653367585;4476432,1637004
"64403";6418;"C/, Albaida - Albaida-Av, Canillejas a Vicálvaro";"URB";448067,026281344;4476102,27857809
"65401";6464;"Giro Fuente Carrantona-Ciudad Encantada - Fuente Carrantona-José Bergamín";"URB";446576,553573006;4473528,10007972
"67008";6113;"Camino Vinateros  - Manuel Machado-Diego de Valderrábano";"URB";444068,85192492;4473543,77440029
"67607";6987;"Bulevar José Prat - Bulevar Indalecio Prieto-Ladera de los Almendros";"URB";447052,244167269;4472143,12726433
"71013";6514;"C/, San Romualdo - Julián Camarillo-Cronos";"URB";447325,412024727;4476434,71826832
"71014";6515;"C/, San Romualdo - Cronos-Av, Arcentales";"URB";447402,931723186;4476207,91017622
"74002";6549;"C/, Deyanira - Campezo-Arrastaria";"URB";450408,062208599;4477072,03765741
"79048";6920;"Av, Santo Domingo de la Calzada - Giro a la izquierda";"URB";443882,511718495;4483802,68926806
"82408";5221;"Cno, Hormigueras - Cno, Hormigueras (Entrevias) N-S(Antes Gr, 2)";"URB";444695,813414026;4469524,96245554
"10036";7055;"IBIZA 40 O-E (FERNAN GONZALEZ - MAIQUEZ)";"URB";442831,691356342;4474377,81408441
"13023";4169;"SALIDA CALLE 30 CALZADA EXTERIOR SENTIDO PL, ELIPTICA";"URB";440184,060004041;4472020,52588473
"14030";4229;"P: ACACIAS O-E(PIRAMIDES-JUAN ANTONIO VALLEJO- NAJERA BOTAS)";"URB";439596,064414645;4472621,7535596
"29015";9926;"AV, PARANINFO N-S (JUAN DEL ROSAL - FACULTAD DE DERECHO)";"URB";438160,749784597;4477984,47399142
"30023";4492;"JUAN HERRERA, 6 E-O(AV, PUERTA HIERRO-MARTMN FIERRO)";"URB";437985,485296751;4476705,0681722
"31030";3514;"JUAN XXIII E-O(RAMIRO MAEZTU-MORERAS)";"URB";439190,21206682;4478093,06495772
"31033";4518;"PABLO IGLESIAS O-E(NUMANCIA-DR, FEDERICO RUBIO Y GALI)";"URB";439584,19584459;4478344,37705886
"32002";4543;"PSO, DIRECCION S-N (ALBERDI - CAPITAN BLANCO ARGIBAY)";"URB";439963,970869351;4479897,88019108
"32047";4577;"AV, ASTURIAS E-O(SOROLLA -P: DIRECCISN)";"URB";440894,446272494;4480236,10188888
"33031";4614;"MAURICIO LEGENDRE N-S(MANUEL CALDEIRO-PADRE PALAU Y QUER)";"URB";441973,32348939;4480724,79270198
"34026";10040;"CORAZSN DE MARIA N-S(LUIS SALAZAR-RAMOS CARRISN)";"URB";443479,775211051;4477605,68670173
"35030";4667;"AV,BRUSELAS N-S(AV,BRUSELAS-BRESCIA)";"URB";443732,318980452;4476606,80949032
"43001";5414;"AV,MONFORTE DE LEMOS O-E(CAMINO GANAPANES-AV,BETANZOS)";"URB";439554,619402566;4480994,24690099
"90008";4693;"RONDA DE SEGOVIA N-S(ALGECIRAS-SEGOVIA)";"URB";439089,803264665;4473720,19062561
"91003";5745;"Av, Pio XII E-O(Av, Burgos - Bambz)";"URB";442640,592117904;4480490,22800084
"93016";4733;"Valle de Mena O-E(Valderodrigo-Camino de ganapanes)";"URB";439324,371184861;4480168,10857478
"24014";4751;"V,CARPETANA ENTRE ATECA-N,SRA,VALVANERA  E-O";"URB";437207,877265405;4471728,31227492
"24048";10237;"(TACTICO) VILLAMANIN S-N DELANTE GR-2 (A-5 - VILLASANDINO)";"URB";436088,14503917;4473031,75527643
"27005";3624;"DR, MARTIN AREVALO O-E(ALBINO HDEZ, LAZARO-AV, REAL PINTO)";"URB";439955,782319097;4466394,8510958
"28037";4886;"CAROLI ENTRADA CRUCE 2814";"URB";433442,006121455;4479003,61089355
"37001";4892;"(TACTICO) YEBENES E-O(COLEGIO H,CORTES)";"URB";436239,465385001;4471502,64331239
"38028";4947;"AV, POBLADOS E-O(UGENA-POLAN)";"URB";438457,643182829;4469462,72890126
"38029";3571;"POLAN N-S(CAZALEGAS-AV, POBLADOS)";"URB";438345,016616123;4469501,42559806
"39039";4986;"AV, POBLADOS E-O (PRADOLONGO- CON, VIEJO VILLAVERDE)";"URB";439807,086543068;4469344,37553119
"42014";5882;"RAMON GOMEZ DE LA SERNA, 1 N-S";"URB";438628,4165445;4481349,88102932
"42025";5893;"SAN MODESTO S-N(SAN MODESTO-AV, CARDENAL HERRERA ORIA)";"URB";440894,481873519;4482324,54859645
"48002";3479;"(TACTICO)SAN MAGIN S-N";"URB";439379,328390617;4470730,75240317
"50006";5067;"OPORTO E-O(ABRANTES-PL, ELIPTICA)";"URB";438814,074269068;4470762,47549217
"73025";10329;"MARIA DE MAEZTU E-O(JUANITA CRUZ-MARIA CASARES)";"URB";438716,799347865;4482885,42838658
"76002";6582;"SANTUARIO VALVERDE, 2 S-N (MONASTERIO SILOS - MONASTERIO ESCORIAL)";"URB";439939,185375292;4483950,03520461
