"cod_cent";"id";"nombre";"tipo_elem";"x";"y"
"71015";6516;"C/, San Romualdo - Av, Arcentales-Cronos";"URB";447412,447976663;4476214,29780644
"71016";6517;"Av, Arcentales - Gta, Arcentales- San Romualdo";"URB";447391,05932936;4476061,0656251
"71018";6519;"Av, Arcentales - Av, Canillejas a Vicálvaro-San Romualdo";"URB";447556,258163568;4476097,07425261
"17046";4377;"Ferraz, 13 S-N - Rey Francisco-Quintana";"URB";439124,123438562;4475343,02674271
"18013";3807;"Carranza E-O -  Fuencarral-Ruiz";"URB";440353,026022174;4475633,89603384
"79007";3432;"Acceso A-1 - A-1-Av, Niceto Alcalá Zamora";"URB";444068,167362696;4483550,7103108
"79009";3519;"Av, Francisco Pi y Margall - Niceto Alcalá Zamora-Príncipe Carlos";"URB";444886,731576992;4481995,04134164
"18019";3620;"San Bernardo S-N - Travesia Pozas-Espiritu Santo";"URB";440002,118919908;4475236,71945004
"18022";4395;"San Bernardo S-N - Luna-Travesia Cruz Verde";"URB";439985,411423118;4474978,05794517
"19011";4413;"Sagasta, 13 E-O - Francisco de Rojas-Gta, Bilbao";"URB";440608,229467166;4475567,86124492
"19018";4418;"San Bernardo N-S - Gta, Quevedo-Carranza";"URB";440176,266724619;4475845,6386429
"41005";5815;"Av, Albufera - Puerto Pajares-Perpetuo Socorro";"URB";443711,759957149;4471834,89531687
"41007";5817;"Av, Albufera - Perpetuo Socorro-Puerto Pajares";"URB";443873,506430199;4471714,7620581
"71032";6531;"C/, Albasanz - Miguel Yuste-San Romualdo";"URB";447196,561216841;4476644,34575469
"71034";6533;"Av, Canillejas a Vicálvaro - Néctar-Alcalá";"URB";447743,93746744;4477051,28493979
"79025";3796;"Av, Burgos - Camino Fuencarral a Hortaleza-Puerto de Somport";"URB";443407,847227266;4482880,21502729
"88004";5360;"Av, Ensanche de Vallecas Via de servicio - P,P,-Av, Entrepeñas";"URB";448363,567471873;4468801,2925395
"20012";10022;"Vallehermoso S-N -  Meléndez Valdés -Fernando el Católico";"URB";439886,342177758;4476089,76580142
"20014";10066;"Fernando el Católico E-O - Galileo -Blasco de Garay";"URB";439730,945030766;4476180,34433698
"41011";5821;"Av, Albufera - Josefa Díaz-Cantalapiedra";"URB";444281,466050684;4471447,62616123
"41015";5825;"Vía Servicio M-30 - M-30-Av, Albufera";"URB";443150,447883777;4472061,29053134
"45015";5961;"Av, Institución Libre Enseñanza - Villaescusa-Nicolás Salmerón";"URB";446990,374935571;4474513,24831527
"45018";5964;"C/, Emilio Muñóz - Albarracín-Institución Libre Enseñanza";"URB";446451,689487601;4475734,94738171
"45019";5965;"C/, Braulio Gutiérrez - José Arcones Gil-Institución Libre Enseñanza";"URB";446295,527793022;4475652,74539922
"45020";5966;"Av, Arcentales - Ajofrin-Institución Libre Enseñanza";"URB";446803,418474255;4475172,35387691
"45021";5967;"Pl, Alsacia - Malmoe-Institución Libre Enseñanza";"URB";447102,159973693;4474228,03599945
"21032";4452;"Gral, Martínez Campos E-O - Emilio Castelar-Miguel Angel";"URB";441491,634022616;4476292,4671378
"41040";3428;"Av, Rafael Alberti - Av, Albufera-Luis Buñuel";"URB";445586,423789845;4470848,00483001
"41041";5849;"Incorporación  M-40 hacía Av, Albufera N-S - M-40-Av, Albufera ";"URB";446105,087538834;4470827,98447019
"45022";5968;"Pl, Alsacia - Aquitania-Av, Guadalajara";"URB";447180,591694986;4474274,17419613
"45024";5970;"C/, Nicolás Salmerón - Pl, Alsacia-Matamorosa";"URB";447012,089770994;4474334,47607648
"45025";5971;"C/, Francisco Largo Caballero - José Arcones Gil-Institución Libre Enseñanza";"URB";446580,858000276;4474994,93968747
"45041";5986;"C/, Braulio Gutiérrez - Luis Ruíz-José Arcones Gil";"URB";446111,18954253;4475553,05027531
"11037";4106;"EMBAJADORES S-N(PUERTO CRUZ VERDE-PUERTO SERRANO)";"URB";441604,970433647;4470678,98746729
"11038";4107;"PUERTO SERRANO O-E (ENTRADA EMBAJADORES)";"URB";441488,140984324;4470701,41634757
"21031";4451;"(TACTICO) Garcia Paredes E-O - Castellana-Miguel Angel";"URB";441397,229175574;4476437,37093127
"43033";5444;"(TACTICO) Santiago de Compostela E-O(Entrada Cruce) - (TACTICO) Santiago de Compostela E-O(Entrada Cruce)";"URB";440293,974753848;4481548,74681296
"43035";10031;"Narcís Monturiol N-S - Sangenjo-Av, Ilustración";"URB";440656,756311705;4481793,23972478
"60002";7017;"Pº Castellana N-S - San Benito-Pl,Castilla";"URB";441572,66504465;4479914,53279886
"41059";10063;"C/, Pío Felipe - El Bosco-Jadraque";"URB";444946,209299309;4472075,80903818
"14001";4199;"DR, CORTEZO S-N(DR, CORTEZO-PL, JACINTO BENAVENTE)";"URB";440299,959157348;4473924,1193789
"14005";4203;"ATOCHA E-O(LEON-SAN SEBASTIAN)";"URB";440563,901103258;4473839,22943248
"23007";3469;"San Francisco de Sales S-N - Andres Mellado-Guzmán el Bueno";"URB";439455,92042368;4477026,36199324
"43027";5438;"(TACTICO) Salida Centro Cívico S-N - (TACTICO) Salida Centro Cívico S-N";"URB";439916,443048063;4481326,71529075
"43031";5442;"(TACTICO)Santiago de Compostela E-O - Ginzo de Limia-Centro Cívico";"URB";439905,150092697;4481438,81780223
"60037";5483;"Padre Damián S-N - Romero Girón-Alberto Alcocer";"URB";441866,905923493;4478761,50583303
"41060";10064;"C/, Pío Felipe - Jose Luis Saura-Mohernando";"URB";444808,41643769;4471945,64192268
"45050";5999;"Av, Institución Libre Enseñanza - Luis del Campo - Gandhi";"URB";446575,646782102;4475283,24487164
"45401";5994;"C/, Argos - Albarracín-Institución Libre Enseñanza";"URB";446021,202505759;4476372,67683532
"45411";6004;"Av, Institución Libre Enseñanza - Versalles-Aquitania";"URB";447165,878328196;4474215,11530817
"46003";6011;"C/, Arturo Soria - Emilio Rubin-Pablo Vidal";"URB";443865,568764373;4479081,1244881
"46010";6018;"C/, Arturo Soria - Ramírez de Arellano-Emilio Vargas";"URB";444741,699778158;4477891,19104053
"46011";6019;"C/, Arturo Soria - Emilio Vargas-Hernández de Tejada";"URB";444811,78357545;4477767,21620755
"46012";6020;"C/, Arturo Soria - Josefa Valcárcel-Gregorio Benítez";"URB";444866,53054282;4477696,38146695
"60036";5482;"Padre Damián N-S - Juán Hurtado de Mendoza-Alberto Alcocer";"URB";441877,863460295;4478991,70976299
"46027";6034;"C/, López de Hoyos  - Mesena-Ctra, Canillas";"URB";444157,624102051;4479249,20058497
"46028";6035;"Ctra, Canillas - Ctra, Canillas-López de Hoyos";"URB";444311,442515209;4479372,89012314
"61003";5517;"Mateo Inurria O-E - Av,Recuerdo-Pº de la Habana";"URB";442297,02879282;4479869,80130983
"61010";5524;"Mateo Inurria E-O - Manuel Ferrero-Enrique Larreta";"URB";441956,325929073;4479820,66796073
"61015";5529;"Dolores Sánchez E-O - Pl,Duque de Pastrana-Platerias";"URB";442442,020276213;4479901,0269922
"61016";5530;"Pº de la Habana S-N - Comandante Franco-Platerias";"URB";442423,492615217;4479777,77991552
"46021";6028;"C/, Navarro Amandi - Mesena-Arturo Soria";"URB";444027,451869062;4479100,55633755
"46023";6030;"C/, Belisana - Belisana-Arturo Soria";"URB";444322,371179263;4478777,69057661
"46024";6031;"C/, José Silva - Agastia-Arturo Soria";"URB";444261,947815605;4478504,83933919
"46025";6032;"C/, Gregorio Benítez - Asura-Arturo Soria";"URB";444888,979423539;4477889,14387821
"46026";6033;"C/, Hernández de Tejada  - Hernández de Tejada-Arturo Soria";"URB";444809,460645258;4477597,71662345
"47021";6082;"Av, San Luis - Av, Burgos-Condado de Treviño";"URB";442968,429820293;4481254,01336429
"61017";5531;"Av,Burgos N-S - Ntra,Sra, del Recuerdo- Pl,Duque de Pastrana";"URB";442595,84469092;4480017,98297291
"61020";5534;"José Bardasano N-S - Av,Pio XII-Memorial 11 de Marzo 2004";"URB";442999,426896118;4479824,89854774
"61024";5537;"Pº de la Habana S-N - Macarena-Apolonio Morales";"URB";442329,183253319;4479312,83594789
"47024";6085;"Av, San Luis  - Arturo Soria-Mesena";"URB";443441,299224128;4480720,56917366
"46030";6037;"C/, José del Hierro  - José del Hierro-Arturo Soria";"URB";445587,995404914;4476928,01272661
"47007";6068;"C/, Arturo Soria - Eladio López Vilches-Av, San Luis";"URB";443366,059136708;4480650,71522824
"47008";6069;"C/, Arturo Soria  - Cultura-Caleruega";"URB";443306,085940996;4481050,93897241
"47009";6070;"C/, Arturo Soria  - Cultura-Dalia";"URB";443368,382618316;4481156,83229747
"47010";6071;"C/, Arturo Soria - Briviesca-Caleruega";"URB";443467,997763687;4481307,88748298
"47011";6072;"Cta, Sagrado Corazón  - Sta, María Magdalena-Arturo Soria";"URB";443414,124548839;4479783,62995567
"53039";6166;"Av, Marqués de Corbera - Ricardo Ortíz-Montejurra";"URB";444499,262542278;4475022,94476302
"61026";3518;"Jerez E-O - an Telmo-Pº de la Habana";"URB";442428,687381516;4479515,55715598
"53040";10308;"Av, Márques de Corbera - Gerardo Cordón-José Barbastre";"URB";444789,395369368;4475305,39888942
"47035";6096;"C/, Arturo Soria  - Laúd-Briviesca";"URB";443657,068790506;4481527,00741647
"47044";6103;"C/, Mesena  - Ramonet-Añastro";"URB";443739,32970708;4479932,60026419
"53002";6134;"Av, Marqués de Corbera - Montejurra-Ricardo Ortíz";"URB";444399,576180418;4474938,85583473
"53003";10306;"Av, Marqués de Corbera - Montejurra-María Teresa Saenz";"URB";444655,884128088;4475166,22114554
"53004";6136;"Av, Marqués de Corbera - María Teresa Saenz-Montejurra";"URB";444697,003232877;4475218,13650546
"53005";6137;"Av, Marqués de Corbera - María Teresa Saenz de Heredia-Santa Prisca";"URB";444757,813900531;4475261,65943665
"53027";6157;"Av, Daroca - Lago Constanza-Ledesma";"URB";445206,268244153;4475323,26374763
"53028";6158;"Av, Daroca - Av, Francisco Largo Caballero-Lago Constanza";"URB";445301,547668555;4475255,5536667
"55069";10142;"C/, Silvano 73 - Alcorisa-Alcorisa";"URB";445846,702654423;4479276,59372489
"61027";5539;"Apolonio Morales O-E - Menendez Pidal-Pº de la Habana";"URB";442302,565533849;4479452,04387097
"53045";6171;"C/, Francisco Villaespesa  - Lago Constanza-Ledesma";"URB";445183,706115897;4475589,32394187
"53046";6172;"C/, Ledesma  - Ledesma-Francisco Villaespesa";"URB";445146,304119417;4475522,06836946
"53048";6174;"Av, Daroca  - Av, Daroca-Francisco Largo Caballero";"URB";445673,407092534;4474977,95235871
"53049";6175;"C/, Francisco Largo Caballero - Av, Daroca-Nicolás Salmerón";"URB";445968,091673354;4474915,58540019
"53050";6176;"C/, Francisco Largo Caballero  - José Arcones Gil-Av, Daroca";"URB";446183,271096834;4474921,79697302
"55035";6250;"C/, Liceo - Liceo-Silvano";"URB";445483,017921413;4478674,85051525
"55043";3785;"Av, Machupichu - Av, Papa Negro-Machaquito";"URB";447027,479106245;4478738,23801929
"55044";6256;"Ctra, Canillas - Matapozuelos-Pegaso";"URB";444903,495547205;4479338,91297262
"55070";10143;"C/, Silvano 90 - Alcorisa-José Rizal";"URB";445872,386733085;4479280,98114647
"57008";6339;"Av, Logroño - Gta, Hermita de la Soledad-San Severo";"URB";450508,428371768;4479631,47371811
"02015";3869;"Dr, Esquerdo S-N - Av, Mediterraneo-Lira";"URB";443149,26449713;4473249,50397957
"41062";10160;"Av, Albufera - Tranvía de Arganda-Cocherón de la Villa";"URB";446401,909064694;4470500,20753443
"56013";6295;"C/, Valdetorres del Jarama  - Ángel Luis Herrán-Liberación";"URB";445391,179440193;4480188,43893896
"56014";6296;"C/, Valdetorres del Jarama - Liberación-Mar de Kara";"URB";445389,957527017;4480204,45977596
"56015";6297;"C/, Ayacucho - Mar Adriatico-Valdetorres del Jarama";"URB";445686,526881628;4480109,68290482
"56016";6298;"C/, Arequipa - Torquemada-Emigrantes";"URB";445723,057234699;4480013,28258532
"56041";6321;"C/, Gregorio Sánchez Herráez - Barichara-Santa Virgilia";"URB";445860,517502973;4480811,40902615
"57012";6927;"Av, Logroño  - Pajarones-Timón";"URB";450632,941754642;4480589,91471269
"56043";6323;"Acceso M-40 - M-40-Gregorio Sánchez Herráez";"URB";445852,096574318;4480887,58956908
"56044";6324;"C/, Vía de los Poblados - Vía de los Poblados-Gregorio Sánchez Herráez";"URB";445983,518542021;4480890,65245638
"61057";5568;"Pº de la Habana N-S - José Rdguez,Pinilla-Pl,Presidente Cárdenas";"URB";442298,679816141;4479193,9676842
"41063";10159;"Av, Albufera - Calle G- Bruno Abundez";"URB";446404,455210668;4470509,84150048
"57013";9993;"Luis de la Mata - Galatea-Av Logroño";"URB";448079,902212238;4477956,1310487
"57015";3832;"C/, Alcalá - Jaca-A-2";"URB";448296,669260543;4477688,31392167
"57018";9838;"Calle Bahía de Cádiz - Calle Bahía de Mahón-Av, Logroño";"URB";449648,621315708;4479122,52579542
"57402";6348;"Av, Logroño  - Av, Logroño-San Severo";"URB";450450,730000131;4479575,7651605
"57606";6346;"Av, Logroño - Luis de la Mata-Isla de Cuba";"URB";448216,797230033;4477868,05366464
"59001";6355;"Av, Donostiarra - Av, Donostiarra-Virgen de la Roca";"URB";444090,945690176;4476246,24896982
"59003";6357;"C/, José del Hierro - José de Hierro-Virgen del Sagrario";"URB";444813,554529157;4476357,18315308
"61028";5540;"Av,Pio XII N-S - Memorial 11 de Marzo 2004 -Comandante Franco";"URB";442791,321502328;4479784,01820693
"61059";5570;"Padre Damián S-N - Henri Dunant-Pl,Madre Molas";"URB";441903,468015475;4479213,78189273
"61061";5572;"Pº de la Habana N-S - Veracruz-Romero Girón";"URB";442234,491669094;4478737,68864635
"61062";5573;"Pº de la Habana S-N - Herreros de Tejada-Ramón de Santillán";"URB";442203,581940328;4478572,19524756
"61079";3581;"Puerto Rico N-S - Guatemala-Costa Rica";"URB";442828,941135164;4478936,33071724
"61081";5589;"Alfonso XIII O-E - Ricardo Calvo-Pl,José Mª Soler";"URB";443245,786596926;4479016,67805929
"29022";9920;"EDUARDO SAAVEDRA N-S(PROF, ARANGUREN-E,INGENIEROS DE CAMINOS";"URB";438038,115978203;4477645,9613894
"29301";5412;"(MICRO) AV,COMPLUTENSE O-E(INTERNO GIRO G,12)(P,M,1)";"URB";438262,66491381;4477745,78054993
"30011";4304;"P: FLORIDA, 11 N-S(MOZART-ENTRADA ESTACISN DEL NORTE)";"URB";438794,923524848;4474784,55748109
"30035";5117;"SEGOVIA E-O(CUESTA DE LOS CIEGOS-CUESTA LA VEGA)";"URB";439272,886912377;4473946,40518015
"61058";5569;"Pº de la Habana S-N - Ntra,Sra,de Luján-Honduras";"URB";442216,801870671;4478947,80696644
"61090";5597;"Alfonso XIII O-E - Paraguay-Ricardo Calvo";"URB";443131,93988845;4479047,98744347
"31051";3735;"VILLAAMIL S-N(OFELIA NIETO-SANCHEZ PRECIADO)";"URB";439932,229198141;4479348,42559424
"31052";4530;"VILLAAMIL N-S(SANCHEZ PRECIADO-OFELIA NIETO)";"URB";439879,540824152;4479438,95801574
"61091";5598;"Víctor de la Serna S-N - Uruguay-Colombia";"URB";443045,346744547;4478614,42735136
"41403";5864;"C/, Santiago Alió - Santiago Alió-Av, Albufera";"URB";445235,831479017;4471173,45377185
"41404";5865;"C/, Fuengirola - Av, Albufera-Benalmádena";"URB";445775,725219944;4470858,57504924
"41405";5866;"Av, Albufera - Tranvía de Arganda- Bruno Abúndez";"URB";446318,918621652;4470559,99320889
"41407";5868;"C/, Sierra de Cameros - Peña Gorbea-Av, Albufera";"URB";443592,649991563;4471889,50586776
"41601";9856;"C/, Gandia - Vía de Servicio- Cerro Negro";"URB";443113,575796274;4472121,47965732
"44002";5908;"C/, Alcalá - Fernández Lanseros-Virgen de la Alegría";"URB";444162,730140015;4475886,77281678
"44005";5911;"Alcalá - Alcalde López Casero-Mateo García";"URB";444435,782668456;4475927,06271731
"44025";3775;"C/, Alcalá  - Boldano-Arturo Soria";"URB";445780,706816678;4476504,33404629
"32023";4562;"FINISTERRE N-S(MELCHOR FERNANDEZ ALMAGRO-VILLA MARIN)";"URB";440561,212959753;4480873,39822935
"61092";5599;"Colombia E-O - Nicaragua-Víctor de la Serna";"URB";443100,320776555;4478693,52005544
"61093";3773;"Colombia O-E - Puerto Rico-Víctor de la Serna";"URB";442922,420921377;4478696,55645693
"44006";5912;"C/, Alcalá - Mateo García-Alcalde López Casero";"URB";444515,90399203;4475947,64157232
"44009";5915;"C/, Alcalá - Lago Constanza-Ezequiel Solana";"URB";445086,584186032;4476071,16754542
"44012";5918;"Alcalá - Gutierre de Cetina-Emilio Ferrari";"URB";445322,078174877;4476210,38683134
"44013";5919;"C/, Alcalá - Hermanos de Pablo-Vicente Espinel";"URB";445476,947370977;4476306,75167765
"44020";5924;"C/, Alcalá  - Miguel Yuste-San Romualdo";"URB";447029,682990625;4476948,01387441
"44023";3645;"C/, Alcalá  - Concejal Juilo Gómez-Hermanos Machado";"URB";444895,892845133;4476013,68631875
"44024";5926;"C/, Alcalá  - Urquiza-Gutierre de Cetina";"URB";445198,771026556;4476134,64694458
"61095";5601;"Puerto Rico N-S - Colombia-Uruguay";"URB";442833,129397978;4478559,29722154
"59025";6378;"C/, Salvador de Madariaga - Verdaguer y García-Esteban Mora";"URB";444268,020157978;4476677,95999603
"64005";6392;"Av, Canillejas a Vicálvaro - Albaida-Hinojal";"URB";448093,2997074;4476048,674151
"02017";4193;"Av, Mediterrane E-O - Cruz del Sur-Pl, Conde Casa";"URB";443322,111518761;4473108,95777
"02018";3870;"Av, Mediterraneo E-O - Paso Inferior";"URB";443321,955413141;4473099,50063339
"02020";3872;"Dr, Esquerdo S-N - Garibay-Pl, Conde Casal";"URB";443030,390159122;4472919,54513215
"02022";3874;"Av, Mediterraneo O-E - Paso Inferior";"URB";442958,767049331;4473136,85266477
"61094";5600;"Puerto Rico N-S - Nicaragua-Colombia";"URB";442816,024447809;4478755,56188979
"61097";5603;"Uruguay O-E - Pl,República Ecuador-Puerto Rico";"URB";442759,240079379;4478494,03279349
"64007";6394;"Av, Canillejas a Vicálvaro - Rusia-Av, Guadalajara";"URB";448124,285931612;4474953,68227461
"64008";6395;"Av, Canillejas a Vicálvaro - Av, Guadalajara-Suecia";"URB";448131,628973539;4474815,02418017
"64009";6396;"Av, Canillejas a Vicálvaro - M-40-Suecia";"URB";448159,073278726;4474584,78485979
"64023";6408;"Av, Guadalajara  - Rumania-Marsella";"URB";448215,023753967;4474898,08141224
"64026";6411;"Av, Guadalajara  - San Román del Valle-Pl, Alsacia";"URB";447229,87721729;4474431,40829105
"64028";3431;"C/, Toscana - Aquitania-Av, Guadalajara";"URB";448041,874366401;4474682,79540131
"64029";3529;"C/, Aquitania - Sarre-Toscana";"URB";447985,468268481;4474614,20330702
"64402";6417;"C/, Julián Camarillo - Albadalejo-Av, Canillejas a Vicálvaro";"URB";447856,263627938;4476705,65008674
"61096";5602;"Uruguay E-O - Víctor de la Serna-Puerto Rico";"URB";442924,032248424;4478490,91323532
"61111";5615;"Av,del Recuerdo N-S - Ntra,Sra, Angustias-Mateo Inurria";"URB";442234,790968032;4479934,57755585
"61116";5620;"(TACTICO)Sta,Mª Magdalena N-S - Jardiel Enrique-AlfonsoXIII";"URB";443231,986097384;4479058,9077693
"45049";5993;"Pl, Alsacia - Fuente Carrantona-Malmoe";"URB";447086,080860613;4474252,00378229
"45412";6005;"C/, Albarracín - Albasanz-Julián Camarillo";"URB";446372,895641481;4476131,97992129
"45413";6006;"C/, Albarracín - Miguel Fleta-Emilio Muñóz";"URB";446570,268715668;4475824,76158708
"65005";6423;"C/, Fuente Carrantona - Luis de Hoyos Saínz-Hacienda de Pavones";"URB";446057,746312261;4472547,24326529
"61099";5605;"Colombia O-E - Chile-Puerto Rico";"URB";442738,190987678;4478705,32305893
"61106";5610;"Serrano N-S - Pl,Ecuador-Rodríguez Marín";"URB";442506,404890229;4478430,33280905
"61109";5613;"Mateo Inurria O-E - Hiedra-Av,del Recuerdo";"URB";442140,505125689;4479854,18922167
"61122";5619;"Acceso M-30 S-E(Túnel) - M-30 Sur-Pl,José Mª Soler";"URB";443440,533764227;4479036,36788362
"61123";7086;"Alberto Alcocer O-E (Giro izqda) - Lígula -Condes del Val";"URB";442061,372787139;4478887,42278404
"61125";5582;"Alberto Alcocer E-O(Túnel) - Bolivia-Víctor Andrés Belaunde";"URB";442490,750123595;4478890,37061917
"46022";6029;"C/, López de Hoyos - Pedro Salinas-Arturo Soria";"URB";444013,064047686;4478810,56533441
"56401";6325;"C/, Gregorio Sánchez Herráez - Vía de los Poblado-M-40";"URB";445979,784767708;4480948,37158817
"57006";6337;"Av, Logroño  - Bureta-Briones";"URB";450305,916601526;4479455,57444732
"61118";3662;"(TACTICO)Torpedero Tucumán N-S - Trav, Encina-Alfonso XIII";"URB";442866,439723563;4479085,90066866
"61119";7088;"Acceso M-30 S-E(Superficie) - M-30 Sur-Pl,José Mª Sole";"URB";443426,515829712;4479043,19778952
"61121";7092;"Acceso M-30 N-E(Túnel) - M-30 Norte-Pl,José Mª Soler";"URB";443433,020060538;4479040,15043184
"62001";9991;"Poeta Joan Maragall, 55  - Rosario Pino -Estebanez Calderon";"URB";441359,925658408;4479344,43306375
"62002";3453;"Bravo Murillo E-O - Conde Serrallo-Nardo";"URB";441334,873886926;4479646,77838609
"62003";5622;"(AFOROS)Bravo Murillo  E-O - Pinos Alta-Capitán Blanco Argibay";"URB";441114,70389369;4479570,7395253
"46044";10116;"C/ Arturo Soria - Julian Hernandez - Bueso Pineda";"URB";444509,607879136;4478307,31215444
"47004";6065;"C/, Arturo Soria - Bausa-San Juan de Avila";"URB";443465,010613162;4480094,30139242
"47005";6066;"C/, Arturo Soria  - Alonso Saavedra-Julio Danvila";"URB";443462,636160823;4480167,96597815
"64004";6391;"Av, Canillejas a Vicálvaro - Etruria-Av, Arcentales";"URB";448052,991705598;4476282,19674576
"34036";10041;"CANILLAS E-O(CORAZSN DE MARIA-CLARA DEL REY)";"URB";443374,873128942;4477211,15251541
"34037";4647;"SANTA HORTENSIA E-O(CORAZSN DE MARIA-CLARA DEL REY)";"URB";443289,540038374;4477300,52729363
"61701";3452;"(AFOROS)Principe de Vergara N-S (ES21) - Alberto Alcocer-Potosi";"URB";442599,506818188;4478759,66102479
"62006";5623;"Bravo Murillo  N-S - Lope de Haro-San Enrique";"URB";440497,892113316;4478729,14588746
"62011";5626;"Bravo Murillo O-E - Oñate-Amalia";"URB";441060,066841383;4479537,24914165
"62015";5630;"Marqués de Viana O-E - Ceuta-Bravo Murillo";"URB";440715,226162352;4479155,89303976
"02023";3875;"Alcalde Sainz Baranda E-O - Vaquerias-Lozoya";"URB";443399,480676006;4474313,97215862
"02024";3876;"Alcalde Sainz Baranda O-E - Lozoya-Esplandiu";"URB";443403,869172179;4474306,86980563
"02025";3877;"(TACTICO) Marques Lozoya S-N - Entrada Alcalde Sainz Baranda";"URB";443338,395311419;4474242,69827557
"02026";3563;"(TACTICO) Alcalde Sainz Baranda E-O - Giro Izq, a Esplandiu";"URB";443513,861447484;4474419,96169488
"62004";3663;"Bravo Murillo N-S - Azucenas-Conde Vallellano";"URB";440897,077176537;4479360,5388375
"02032";3601;"Astros E-O - Cruz del Sur-Dr, Esquerdo(De Frente)";"URB";443249,503549007;4473631,74422862
"65007";6425;"C/, Fuente Carrantona  - Arroyo Fontarron-Miguel Hernández";"URB";445694,21758268;4471826,79968012
"65008";6426;"Av, Pablo Neruda - El Bosco-Malgrat de Mar";"URB";445611,794510124;4471613,74181884
"65009";6427;"Av, Pablo Neruda - Andaluces-San Claudio";"URB";445490,372811962;4471408,93827395
"65025";6499;" Dr, García Tapia 218 O-E - Fuente Carrantona-La Riviera";"URB";446540,089440592;4473150,93144103
"88003";5359;"C/, Peñagrande de Bracamonte - Puentedey-Av, Ensanche de Vallecas";"URB";448198,285195018;4468779,5995724
"02027";3724;"(TACTICO) Juan Esplandiu N-S - Entrada Alcalde Sainz Baranda";"URB";443538,435724094;4474393,84560994
"02028";3725;"(TACTICO) Alcalde Sainz Baranda O-E - Giro Izq, a Vaquerias";"URB";443475,853984039;4474357,72576456
"02031";3726;"Astros E-O - Cruz del Sur-Dr, Esquerdo(Giro Derecha)";"URB";443250,299468136;4473638,73178852
"61120";5586;"Acceso M-30 N-E(Superficie) - M-30 Norte-Pl,José Mª Soler";"URB";443420,024406619;4479047,84926483
"47045";10109;"Salida a M-11 E-O  - (Dulce Chacón-M-11)";"URB";443757,065962614;4481707,22604421
"47403";6106;"C/, Eladio López Vilches - Mesena-Arturo Soria";"URB";443412,756875833;4480528,54220266
"52006";6118;"Camino Vinateros  - Cañada-Av, Moratalaz";"URB";445295,183516824;4473155,70484297
"52007";6119;"Camino Vinateros - Av, Moratalaz-Cañada";"URB";445302,613257426;4473143,1251395
"52013";6124;"C/, Pico Artilleros - Hacienda de Pavones-Camino Vinateros";"URB";445494,142418044;4472820,70855581
"65026";6498;"Fuente Carrantona S-N Carril Giro Izq, - M23-Av, Daroca";"URB";446809,31642712;4474061,76025807
"90002";3418;"P: PONTONES N-S(STA,CASILDA-P: IMPERIAL)";"URB";439316,559235231;4472963,80189567
"90003";4688;"P: IMPERIAL E-O(GTA,PIRAMIDES-PL,FRANCISCO MORANO)";"URB";439280,721821222;4472773,57745865
"61080";5588;"Víctor de la Serna S-N - Colombia-Nicaragua";"URB";443022,627230161;4478776,68936656
"02045";3892;"Av, Ciudad Barcelona O-E - Antonio Nebrija-Comercio";"URB";442131,528085776;4472893,18541482
"02046";3893;"Av, Menendez Pelayo N-S - Granada-Av, Ciudad Barcelona)";"URB";442264,660724713;4472944,67233849
"02047";3894;"Av, Ciudad Barcelona O-E - Juan Urbieta-Comercio";"URB";442295,403815277;4472816,9989673
"02049";5073;"(AFOROS) Av, Ciudad Barcelona O-E - Catalina Suarez-Dr, Esquerdo";"URB";442855,45044416;4472429,94467759
"02051";3895;"(AFOROS) Av, Ciudad Barcelona E-O - El Cafeto-Seco";"URB";442943,844978377;4472358,97994159
"02057";3901;"Menendez Pelayo S-N - Valderribas-Pl, Mariano Cavia";"URB";442346,694448948;4473092,90009028
"02040";3884;"Dr, Esquerdo S-N - Astros-Pez Volador";"URB";443180,588751538;4473669,7681346
"02041";3885;"Dr, Esquerdo N-S - Av, Nazaret-Arias Montano";"URB";443159,250012184;4473598,15167834
"02044";3891;"Av, Ciudad Barcelona E-O - Gutenberg-Julian Gayarre";"URB";442135,879561218;4472901,49980366
"55003";6223;"Ctra, Canillas - Utrillas-Javier Quinto";"URB";445398,538179472;4479476,43325318
"55004";6224;"Ctra, Canillas - Javier Quinto-Utrillas";"URB";445390,555670296;4479481,40170029
"55009";6229;"C/, Moscatelar - Milán-Pl, Liceo";"URB";445218,257326793;4478698,08190922
"55010";6230;"C/, Silvano - Colegio Liceo-Moscatelar";"URB";445430,017572052;4478823,04110061
"55065";6999;"Av, Consejo de Europa - Av, Consejo de Europa-Ribera del Loira";"URB";447748,15508309;4478943,14099167
"66401";10242;"TACTICO Giro de Av, Arcentales entrada al Estadio -  Giro de Av, Arcentales entrada al Estadio";"URB";449072,303677095;4475957,45195265
"54024";6212;"Camino Viejo de Vicálvaro - Av, Democracia-Calahorra";"URB";447710,828467689;4472922,36716212
"55001";6221;"Ctra, Canillas - Carril del Conde-Matapozuelos";"URB";444679,73782999;4479392,8650508
"55002";6222;"Ctra, Canillas - Matapozuelos-Ricardo San Juán";"URB";444732,013658934;4479379,8205793
"02063";3906;"(TACTICO) Garibay E-O - Adelfas- Dr, Esquerdo";"URB";442989,640239435;4472823,53582822
"02064";3433;"Dr, Esquerdo S-N - Valderribas-Garibay";"URB";442931,509753;4472772,43894067
