zone;int;intmax;%;x;y;name
36;300;1422;21,10;444153,183336441;4473604,97635292;C/. Corregidor Diego Valdárrabano - Alcalde Luis Marichalar-Camino Vinateros
36;160;725;22,07;444322,870893677;4473465,83658791;C/. Arroyo Media Legua  - Entrearroyos-Camino Vinateros
36;200;600;33,33;444433,031473315;4473624,14582072;C/. Arroyo Media Legua - Av. Doctor García Tapia-Camino Vinateros
36;240;1450;16,55;445312,978027597;4473295,32929223;Av. Moratalaz  - Av. Doctor García Tapia-Camino Vinateros
36;160;1620;9,88;444474,676599351;4473669,26731;C/. Arroyo Media Legua  - Carmino Vinateros-Av. Doctor García Tapia
36;580;4445;13,05;444565,525607534;4473783,90320912;C/. Arroyo Media Legua - Av. Doctor García Tapia-Alcalde Garrido Juaristi
36;320;700;45,71;444743,017470343;4473925,59645666;Acceso O`Donnell  - Acceso a Arroyo Media Legua desde O´Donnell
36;180;1200;15,00;444667,573510715;4473918,86976192;C/. Arroyo Media Legua - Acceso O´Donnell
36;200;2700;7,41;444556,431076946;4473786,04191543;C/. Arroyo Media Legua  - Alcalde Garrrido Juaristi-Av. Doctor García Tapia
36;560;1550;36,13;444582,838875615;4473721,11309942;Av. Doctor García Tapia - Fondo de Saco Av. Dr. García Tapia-Arroyo de la Media Legua
36;60;400;15,00;444554,430223743;4473722,53952014;Av. Doctor García Tapia - Fondo saco Av. Doctor García Tapia-Arroyo de la Media Legua
36;640;1200;53,33;444422,893130214;4473763,57258384;Av. Doctor García Tapia - Corregidor Diego Valderrábano-Arroyo de la Media Legua
36;140;430;32,56;444017,499163461;4473554,80500851;Camino Vinateros  - M-30-Manuel Machado
36;160;780;20,51;444136,776218704;4473631,86725997;C/. Alcalde Luis Marichalar - Corregidor Diego Valderrábano-Primavera de Praga
36;40;200;20,00;444183,821327456;4473616,33948732;Primavera de Praga - Corregidor Diego Valderrabanos - Alcalde Luis Marichalar
36;0;150;0,00;444879,062477228;4473447,10431514;C/. CorregidorJosé de Pasamonte - Av. Doctor García Tapia-Camino Vinateros
36;120;350;34,29;444704,521596651;4473960,14308432;C/. Arroyo Media Legua - M-23-Alcalde Garrido Juaristi
36;140;300;46,67;444602,881894342;4473860,22499843;C/. Alcalde Garrido Juaristi - Alcalde Garrido Juaristi-Arroyo Media Legua
36;380;1886;20,15;447492,947824012;4472004,32729118;Bulevar José Prat - Av. Democracia-Cordel Pavones
36;180;1350;13,33;447295,124028507;4471998,16984949;Bulevar José Prat - Bulevar Indalecio Prieto-Cordel Pavones
36;180;1752;10,27;447282,894549657;4472071,49711671;Bulevar José Prat - Cordel Pavones-Bulevar Indalecio Prieto
36;120;873;13,75;447150,865707357;4471955,45952947;Bulevar Indalecio Prieto - Poetas-Bulevar José Prat
36;180;1594;11,29;447190,680423316;4472189,40914393;Bulevar Indalecio Prieto - Pinillas-Bulevar José Prat
36;200;717;27,89;447052,986887424;4472074,81986836;Bulevar José Prat - Ladera de los Almendros-Bulevar Indalecio Prieto
36;200;1467;13,63;447052,244167269;4472143,12726433;Bulevar José Prat - Bulevar Indalecio Prieto-Ladera de los Almendros
36;540;1445;37,37;443967,438280631;4473553,82855263;Camino Vinateros - M-30-Corregidor Diego Valderrabano
36;800;1620;49,38;444113,171230652;4473555,86458263;Camino Vinateros - Corregidor Diego Valderrabano-Manuel Machado
36;460;1525;30,16;444536,765350251;4473529,78718311;Camino Vinateros - Arroyo Media Legua-Arroyo Belincoso
36;480;1825;26,30;444551,637892915;4473538,39165842;Camino Vinateros - Arroyo Belincoso-Arroyo Media Legua
36;320;1850;17,30;444941,133644816;4473388,08083059;Camino Vinateros - Corregidor Jose Pasamonte-Marroquina
36;0;1550;0,00;444978,114550717;4473382,88159941;Camino Vinateros - Marroquina-Corregidor Jose Pasamonte
36;260;900;28,89;444175,507277417;4473774,97247052;Corregidor Diego Valderrabano - Primavera de Praga-Dr. Garcia Tapia
36;840;2000;42,00;444075,378959406;4473928,99765829;Salida M-30 - M-30-Corregidor Diego Valderrabano
36;160;500;32,00;444335,249162898;4473811,47346033;Doctor García Tapia - Arroyo Media Legua-Félix Rodriguez
36;220;1775;12,39;444764,893126395;4474030,10943974;Arroyo Media Legua - Santa Irene-Acceso O´Donnell
36;460;2845;16,17;444617,401136002;4473844,52406161;Arroyo Media Legua - Dr. Garcia Tapia-Acceso O´Donnell
47;640;2300;27,83;442954,842513363;4471193,71317424;Av. Entrevías - Pico Javalón-Timoteo Pérez Rubio
47;180;600;30,00;442938,675765836;4470992,9295569;C/. Timoteo Pérez Rubio - Av. Entrevías-Timoteo Pérez Rubio
40;320;1600;20,00;443014,816186851;4470941,44076491;Av. Entrevías - Concejo de Teverga-Timoteo Perez Rubio
40;140;1300;10,77;443864,420998389;4469800,47657811;Av. Entrevías - Ronda Sur-Villacarrillo
40;160;1800;8,89;443919,57138707;4469676,78159863;Ronda del Sur - Cooperativa Eléctrica-Av. Entrevías
40;60;1100;5,45;444138,790105627;4469705,70733795;Av. Entrevías - Renfe-Ronda Sur
40;180;825;21,82;442608,127625417;4468935,56649539;C/. Embajadores - Santa Catalina-Carretera Villaverde a Vallecas
40;40;638;6,27;442286,17297382;4468994,5939969;C/. Embajadores - Av. Santa Catalina-Caja Mágica
40;240;1400;17,14;443251,349982678;4470313,81661704;Av. Entrevías - Hernández Más-La Mancha
40;280;1400;20,00;443199,51662417;4470390,18706969;Av. Entrevías - La Mancha-Membezar
40;480;1400;34,29;443174,626467689;4470463,89261765;Av. Entrevías - Calero Pita-Hernández Más
40;160;1400;11,43;443184,165238595;4470275,08159787;C/. La Mancha - Guadalcazar-Av. Entrevías
40;400;1400;28,57;443293,662766247;4470266,73146843;Av. Entrevías - Benemeji-La Mancha
16;260;1685;15,43;446866,633944722;4475211,45688745;Av. Arcentales - Instucion Libre Enseñanza-Ajofrin
16;0;1275;0,00;446963,374973477;4475331,06061429;Av. Arcentales - Colegio Público Chile-Ajofrin
16;0;300;0,00;446967,615343722;4475327,35023682;Av. Arcentales - Colegio Público Chile-Ajofrin
16;120;600;20,00;446949,882363878;4475231,13092004;C/. Ajofrin - Pobladura del Valle-Av. Arcentales
16;680;1900;35,79;447279,241922653;4477041,76158974;C/. Alcalá - Electra-San Romualdo 
16;280;2075;13,49;447551,220512345;4477129,58933159;C/. Alcalá - Electra-Av. Canillejas a Vicalvaro
16;740;1580;46,84;447762,083719204;4477251,54115931;C/. Alcalá - Eduardo Terán-Av. Canillejas a Vicálvaro
16;300;1825;16,44;447828,129021717;4477295,2902239;C/. Alcalá - Av. Canillejas a Vicálvaro-San  Mariano
59;880;1700;51,76;447973,854384247;4477429,51478638;C/. Alcalá - Gutiérrez Canales-San Mariano
59;600;2400;25,00;447985,884314424;4477428,7707319;C/. Alcalá - San Mariano-Gutiérrez Canales
59;700;1850;37,84;448115,104272775;4477545,94949917;C/. Alcalá - Esfinge-Gutiérrez Canales
16;420;2400;17,50;447074,369530006;4477072,39896739;Av. 25 Septiembre - Puertollano-Alcalá
16;280;1800;15,56;447179,555077324;4476864,5552107;C/. San Romualdo - Albasanz-Alcalá  
16;320;1745;18,34;447212,347046753;4476766,7062138;C/. San Romualdo  - Alcalá-Albasanz
16;300;2050;14,63;447304,025449986;4476541,41893382;C/. San Romualdo - Julián Camarillo-Albasanz
16;60;1300;4,62;447294,481463133;4476533,4455481;C/. San Romualdo - Albasanz-Julián Camarillo
16;380;2050;18,54;447325,412024727;4476434,71826832;C/. San Romualdo - Julián Camarillo-Cronos
16;100;1700;5,88;447402,931723186;4476207,91017622;C/. San Romualdo - Cronos-Av. Arcentales
16;100;2150;4,65;447412,447976663;4476214,29780644;C/. San Romualdo - Av. Arcentales-Cronos
16;140;2700;5,19;447391,05932936;4476061,0656251;Av. Arcentales - Gta. Arcentales- San Romualdo
16;0;500;0,00;447421,051881663;4476076,69561468;Av. Arcentales - Gta. Arcentales-San Romualdo
16;460;3070;14,98;447556,258163568;4476097,07425261;Av. Arcentales - Av. Canillejas a Vicálvaro-San Romualdo
16;20;1100;1,82;447101,891058696;4476448,82941599;C/. Miguel Yuste - Albasanz-Julián Camarillo
16;40;2050;1,95;447160,29806503;4476285,7808581;C/. Miguel Yuste - Emilio Muñóz-Julián Camarillo
16;240;1250;19,20;447243,749977142;4476082,98949997;C/. Miguel Yuste - Gta. Arcentales-Emilio Muñóz
16;260;1500;17,33;447144,430806846;4476134,54962656;C/. Emilio Muñóz - Castillo de Uclés-Miguel Yuste
16;320;1650;19,39;447270,438739927;4476270,01803329;C/. Cronos - San Romualdo-Miguel Yuste
16;240;1450;16,55;447282,714516437;4476272,86171895;C/. Cronos - Miguel Yuste-San Romualdo
16;200;1850;10,81;447387,759816752;4476458,29063242;Av. Arcentales  - Gta. Arcentales-San Romualdo
16;60;950;6,32;447373,44966415;4476408,27117235;C/. Cronos - San Romualdo-Julián Camarillo
16;220;850;25,88;447448,659028724;4476608,22361157;C/. Cronos - Pl. Crónos-Julián Camarillo
16;60;780;7,69;447339,274269675;4476466,66343278;C/. Julián Camarillo - San Romualdo-Cronos
16;100;1050;9,52;447250,847728024;4476422,24149284;C/. Julián Camarillo - Miguel Yuste-San Romualdo
16;180;950;18,95;447244,371627973;4476427,60960935;C/. Julián Camarillo - San Romualdo-Miguel Yuste
16;100;1000;10,00;447035,073822511;4476324,49037303;C/. Julián Camarillo - Rufino González-Miguel Yuste
16;100;630;15,87;447196,561216841;4476644,34575469;C/. Albasanz - Miguel Yuste-San Romualdo
16;100;635;15,75;447359,520127962;4476713,56788651;C/. Albasanz - Pl. Cronos-San Romualdo
16;320;1900;16,84;447743,93746744;4477051,28493979;Av. Canillejas a Vicálvaro - Néctar-Alcalá
16;60;425;14,12;447942,334566251;4477311,18759494;C/. San Mariano - San Mariano-Alcalá
59;440;1050;41,90;447973,210338916;4477597,61195959;C/. Gutiérrez Canales - Gutiérrez Canales-Alcalá
59;540;2205;24,49;448150,74472787;4477567,93934522;C/. Alcalá - Esfinge-Jaca
59;680;2075;32,77;448288,226665406;4477691,84951548;C/. Alcalá - A2-Jaca
59;0;375;0,00;448189,741274918;4477715,45416863;Av. Jaca - Av. Jaca-Alcalá
16;280;3600;7,78;447294,763060064;4477655,85315638;C/. Marquesado Santa Marta - Fernando Mijares-Gta. Ricardo Velazquez Bosco
16;260;3600;7,22;447068,40116876;4477644,29372077;C/. Marquesado Santa Marta - Clinica Navarra-Gta. Ricardo Velazquez Bosco
16;260;3600;7,22;446982,611160084;4477636,51014983;C/. Marquesado Santa Marta - Gta. Ricardo Velazquez Bosco-Clinica Navarra
16;20;600;3,33;446963,566206893;4477387,56515284;Pl. Olivas - Pl. Olivas-Av. 25 Septiembre
16;20;600;3,33;446941,022768691;4477375,88571012;Av. 25 Septiembre - Av. 25 Septiembre-Alcalá
16;0;600;0,00;446944,746458083;4477363,29640606;Av. 25 Septiembre - Pl. Olivas-Alcalá
59;140;500;28,00;448144,498342832;4477535,5005147;C/. Esfinge - Esfinge-Alcalá
55;220;925;23,78;450527,050401202;4476943,77496039;C/. Campezo - Deyanira-M-40
55;220;835;26,35;450408,062208599;4477072,03765741;C/. Deyanira - Campezo-Arrastaria
55;220;670;32,84;450409,579463888;4477067,50581396;C/. Deyanira  - Arrastaria-Campezo
55;120;650;18,46;450555,689755731;4477153,47325338;C/. Campezo - Deyanira-Pirra
55;120;650;18,46;450580,15501958;4477376,57636897;C/. Campezo - Laguardia-Samaniego
55;780;1105;70,59;450660,699966812;4477192,83633916;C/. Samaniego - Arcaute-Campezo
55;240;790;30,38;450480,224391465;4477350,97436478;C/. Samaniego - Arrastaria-Campezo
55;499;750;66,53;450378,779051018;4477451,32470059;C/. Samaniego - Campezo-Arrastaria
55;380;710;53,52;450301,69312087;4477608,78314065;C/. Arrastaria - Aracne-Samaniego
55;380;630;60,32;450227,459019667;4477299,39550778;C/. Pirra - Pirra-Arrastaria
55;100;700;14,29;450285,648923169;4477188,19315941;C/. Arrastaria - Pirra-Deyanira
55;100;445;22,47;450160,232844317;4477101,61794083;C/. Deyanira - Aracne-Arrastaria
55;840;2200;38,18;450551,390506359;4477151,77888121;C/. Campezo - Pirra-Deyanira
55;300;900;33,33;449673,59275884;4477525,90239129;Ctra. Acceso Est. O`Donnell - Polimnia-Pirra
55;0;650;0,00;449671,026527728;4477368,43074047;Ctra. Acceso Est. O`Donnell - Pasifae-Pirra
55;520;800;65,00;449743,61212202;4477443,00669623;C/. Pirra - Euterpe-Ctra. Acceso Est. O`Donnel
57;880;2930;30,03;444059,264209567;4483604,83311165;Av. Niceto Alcalá Zamora - Sauceda-María de Portugal
57;260;2290;11,35;444279,398353619;4483434,90798802;Av. Niceto Alcalá Zamora - Ana de Austria-María de Portugal
57;260;2837;9,16;444817,357530455;4482958,35527813;Av. Niceto Alcalá Zamora - Ana de Austria-Ingeniero Emilio Herrera
57;180;3138;5,74;445065,607318987;4482758,53113587;Av. Niceto Alcalá Zamora - Fernando Rojas-Ingeniero Emilio Herrera
57;300;1420;21,13;444093,003698914;4483422,57130069;C/. María de Portugal - Francisco Pi y Margall-Niceto Alcalá Zamora
57;260;2130;12,21;444271,142438424;4483586,42904101;C/. Ana de Austria - Ana de Austria-María de Portugal
57;440;1740;25,29;444068,167362696;4483550,7103108;Acceso A-1 - A-1-Av. Niceto Alcalá Zamora
57;380;1500;25,33;444666,342577652;4482068,56010637;Av. Francisco Pi y Margall - Princesa de Éboli-Príncipe Carlos
57;360;1650;21,82;444886,731576992;4481995,04134164;Av. Francisco Pi y Margall - Niceto Alcalá Zamora-Príncipe Carlos
57;140;640;21,88;444736,476524521;4481922,32640129;C/. Príncipe Carlos - Pintor Ignacio de Zuloaga-Francisco Pi y Margall
57;80;480;16,67;444811,736098626;4482180,25855067;C/. Príncipe Carlos - Alcalde Aristizabal Manchón-Francisco Pi y Margall
57;380;2150;17,67;444110,730014437;4482442,4370655;Av. Francisco Pi y Margall - Vicente Blasco Ibáñez-Ana de Austria
57;660;3120;21,15;443478,629588949;4483090,55112079;C/. Quintanavides - Via Servicio A1 - Foresta
57;680;2350;28,94;443712,622878831;4482776,82375706;Av. Francisco Pi y Margall - Ana de Austria-María de Portugal
57;900;3190;28,21;443581,947651003;4482889,62073229;Av. Francisco Pi y Margall - María de Portugal-Av. Burgos
57;1080;3350;32,24;443381,85716459;4482796,20601958;Vía Servicio A-1 - Arroyo de Valdebebas-Francisco Pi y Margall
57;400;1360;29,41;443671,921393928;4482943,39386646;C/. María de Portugal - Leonor de Austria-Francisco Pi y Margall
57;300;1280;23,44;443574,885000753;4482980,84524447;Av. Burgos - Av. Francisco Pi y Margall-Av. Burgos
57;380;2380;15,97;443552,157979565;4483112,40147243;Av. Burgos - Abetal-Quintanapalla
57;920;2850;32,28;443437,094085086;4482995,29680608;Av. Burgos - Quintanavides-Puerto de Somport
57;720;3400;21,18;443359,122097118;4482919,33195786;Av. Burgos - Puerto de Somport-Cno. Fuencarral a Hortaleza
57;280;1500;18,67;443433,713263475;4483131,67200254;C/. Quintanavides - Foresta-Abetal
57;240;1030;23,30;443366,64625549;4482974,47959368;C/. Puerto de Somport - Av.Burgos-Foresta
57;260;2050;12,68;443310,098660164;4482977,81056302;C/. Puerto de Somport - Foresta-Av. Burgos
57;340;1840;18,48;443407,847227266;4482880,21502729;Av. Burgos - Camino Fuencarral a Hortaleza-Puerto de Somport
57;800;3160;25,32;443566,407282299;4482979,24195763;Av. Burgos - Francisco Pi y Margall-Av. Burgos
57;780;2350;33,19;443988,909753276;4481828,30267365;Ingeniero Emilio Herrera - Príncipe Carlos-Infanta Catalina Micaela
57;499;1250;39,92;444070,885602344;4481936,31333117;Ingeniero Emilio Herrera - Príncipe Carlos-Infanta Catalina Micaela
57;280;1100;25,45;444067,601874105;4481940,21616205;Ingeniero Emilio Herrera - Príncipe Carlos-Infanta Catalina Micaela
57;540;1760;30,68;444198,77288714;4482055,08787395;Ingeniero Emilio Herrera - Av. Francisco Pi y Margall-Av. Manoteras
57;120;750;16,00;444195,69750906;4482059,18848033;Ingeniero Emilio Herrera - Av. Francisco Pi y Margall-Av. Manoteras
57;180;900;20,00;443967,854627276;4481880,81975809;Camino Fuente de la Mora - Av. Manoteras-Príncipe Carlos
57;400;3670;10,90;443995,677184397;4483674,71748265;Av. Santo Domingo de la Calzada - Ana de Austria-Sauceda
57;340;2670;12,73;443759,00167833;4483866,23631787;Av. Santo Domingo de la Calzada - Valcarlos-Sauceda
57;460;2300;20,00;444006,337888952;4483724,0712953;Acceso desde A-1 - A1-Av. Santo Domingo de la Calzada
57;620;2800;22,14;443882,511718495;4483802,68926806;Av. Santo Domingo de la Calzada - Giro a la izquierda
57;520;1850;28,11;443918,332485784;4483715,06579523;Vía de servicio - Salida hacía a A-1
57;140;1634;8,57;443737,948905213;4482731,73441513;Av. Francisco Pi y Margall - Ana de Austria-María Tudor
57;460;1270;36,22;443860,513309939;4482732,09407806;María Tudor - María Tudor-Av. Francisco Pi y Margall
57;60;100;60,00;445087,844111334;4481698,98715431;Av. Niceto Alcalá Zamora - Pintor Ignacio Zuloaga-Av. Francisco Pi y Margall
57;40;150;26,67;444743,756139383;4481889,95004063;C/. Pintor Ignacio Zuloaga - Príncipe Carlos-Av. Niceto Alcalá Zamora
57;0;150;0,00;444856,68894746;4482200,32444772;C/. Alcalde Aristizabal Manchón - Alcalde Henche Plata-Príncipe Carlos
57;0;170;0,00;444847,023994021;4482289,52226761;C/. Alcalde Álvarez de Villaamil - Alcalde Henche Plata-Príncipe Carlos
57;80;180;44,44;444820,593938676;4482374,95720218;C/. Alcalde Redondo Aceña - Alcalde Henche Plata-Príncipe Carlos
57;0;1512;0,00;444553,262432516;4482380,74634796;Av. Ingeniero Emilio Herrera - Princesa de Eboli-Príncipe Carlos
57;420;2639;15,92;444763,880190365;4482659,49966539;Av. Ingeniero Emilio Herrera - Isabel Clara Eugenia-Príncipe Carlos
57;440;2501;17,59;444715,542418142;4483069,41709299;Av. Niceto Alcalá Zamora - Vicente Blasco Ibáñez-Américo Castro
54;160;650;24,62;446782,742736697;4470108,03879828;C/. San Jaime - Gador-Puerto de Pozazal
54;240;650;36,92;446672,271868284;4469987,75357629;C/. San Jaime - Sierra Tornavaca-Pilas
54;260;580;44,83;447336,820525219;4470075,46763768;C/. Real Arganda - Serrania de Ronda-Gavia Seca
54;60;450;13,33;447446,919183296;4469974,57156214;C/. Monte de Barbanza - Travesia Gavia Seca-Real Arganda
54;100;280;35,71;447477,363133585;4470024,30331527;C/. Pico de la Sierva - Sierra Gor-Montes Barbanza
40;300;912;32,89;445737,792268743;4469753,31856922;C/. Gonzalez Davila - Luis I-Cno. Hormigueras
40;80;595;13,45;445878,137335696;4469697,51268043;Cno. Hormigueras - Provisional-Gonzalez Davila
40;60;446;13,45;445703,724337405;4469632,78583072;Cno. Hormigueras - Casas Miravetel-Gonzalez Davila
40;120;1027;11,68;445815,07522531;4469564,34645744;C/. Gonzalez Davila - Gamonal-Hormigueras
40;80;383;20,89;445742,607890288;4469754,40305413;C/. Gonzalez Davila - Luis I-Cno. Hormigueras
54;160;750;21,33;447076,418439098;4470347,51000485;C/. Felipe Alvarez - Manuel Pavia-Jesus del Pino
54;499;1350;36,96;446948,846750348;4470237,63259271;C/. San Jaime - Pl. San Jaime-Sierra de Guadalupe
54;499;1680;29,70;446936,926752439;4470426,46121998;Av. Democracia - Av. Albufera-San Jaime
54;120;1800;6,67;447064,146627179;4470279,60889199;C/. Jesus del Pino - Puerto Idiazabal-Felipe Álvarez
54;140;300;46,67;446749,577554529;4470029,64042425;C/. Puerto de Pilas - Sierra Gredos-San Jaime
54;20;300;6,67;446694,746534673;4470046,43488911;C/. Puerto de Pozazal - Puerto Used-San Jaime
40;360;850;42,35;444736,829688294;4469444,89673877;Cno. Pozo Tio Raimundo - Cno. Pozo Tio Raimundo E-O(Antes GR-1)
40;380;800;47,50;444722,661498736;4469456,3970213;Cno. Pozo Tio Raimundo - Cno. Pozo Tio Raimundo E-O(Antes GR-1)
40;380;700;54,29;444695,193667972;4469485,52978017;Cno. Hormigueras - Cno. Hormigueras (Entrevias) N-S(Pasado GR-2)
40;320;900;35,56;444689,935725983;4469513,84171498;Cno. Hormigueras - Cno. Hormigueras (Entrevias) N-S(Pasado GR-2)
40;420;700;60,00;444708,523574177;4469537,36184934;Cno. Hormigueras - Cno. Hormigueras (Entrevias) N-S(Antes GR- 2)
40;420;700;60,00;444695,813414026;4469524,96245554;Cno. Hormigueras - Cno. Hormigueras (Entrevias) N-S(Antes Gr. 2)
54;220;550;40,00;447210,578852678;4470114,16380087;C/. Sierra Gador - Manuel Velez-Sierra Vieja
54;160;420;38,10;447290,545824806;4470084,05372384;C/. Real Arganda - Serrania Ronda-Jesus del Pino
54;80;300;26,67;447613,785028399;4470061,53932012;C/. Real de Arganda - Puerto Reinosa-Torcal
54;0;250;0,00;447601,317690841;4470073,74457362;C/. Sierra Torcal - Monte Montjuich-Real Arganda
54;200;650;30,77;447586,732409831;4470058,53383426;C/. Real de Arganda - Sierra Gor-Torcal
54;100;280;35,71;448581,844289377;4470599,59018589;C/. Puentelarra - Puentelarra- Santa Eugenia
54;360;1170;30,77;446991,034509043;4470638,00725697;Av. Democracia - Ctra. Vicalvaro a Vallecas- A-3
54;120;860;13,95;447069,263470014;4470567,42078494;Av. Gran Vía del Este - Gran Vía del Este E-O
54;680;1650;41,21;446970,333106833;4470397,77607485;Av. Democracia - San Jaime-Ctra. Vicalvaro a Vallecas
54;520;1410;36,88;446777,732094274;4470478,60631872;Ctra. Vicalvaro a Vallecas - Bruno Abundez-Av. Democracia
54;20;560;3,57;446879,665201495;4470603,04694031;C/. Arboleda - Arboleda-Ctra. Villaverde a Vallecas
54;520;1600;32,50;446794,028061831;4470489,897472;Ctra. Vicalvaro a Vallecas - Av. Democracia-Bruno Abundez
54;640;1050;60,95;446598,50289234;4470459,95114104;Ctra. Vicalvaro a Vallecas - Av. Albufera-Bruno Abundez
54;520;1700;30,59;446664,721704769;4470474,21552589;Ctra. Vicalvaro a Vallecas - Bruno Abundez-Cocheron Villa
54;440;1620;27,16;446534,955845896;4470402,75961877;Av. Albufera 424 O-E - Cocheron de la Villa-Jardinera
40;280;1550;18,06;446465,691586637;4470391,77022312;C/. Cocherón de la Villa - Cocherón de la Villa-Av. Albufera
54;0;500;0,00;446719,260132931;4470458,20047051;C/. Bruno Abundez - Bruno Abundez-Ctra. Vicalvaro a Vallecas
54;0;500;0,00;446677,177611001;4470490,95924548;C/. Bruno Abundez - Bruno Abundez-Ctra. Vicalvaro a Vallecas
54;160;700;22,86;447198,273863377;4471241,53005767;Av. Democracia - A-3-Av. Albufera
54;160;500;32,00;447202,561162943;4471270,56469573;Av. Democracia - Acceso A-3 desde Vicalvaro
54;140;625;22,40;447213,936711774;4471257,73152112;Acceso A3 - A-3 Av. Democracia
54;160;500;32,00;448294,889646127;4468938,51006792;C/. Peñaranda de Bracamonte - La Adrada-Av. Ensanche de Vallecas
54;3260;750;434,67;448360,44932296;4468790,18414571;Av. Ensanche de Vallecas (carriles centrales) - P.P.- Entrepeñas
54;40;500;8,00;448198,285195018;4468779,5995724;C/. Peñagrande de Bracamonte - Puentedey-Av. Ensanche de Vallecas
54;100;1130;8,85;448363,567471873;4468801,2925395;Av. Ensanche de Vallecas Via de servicio - P.P.-Av. Entrepeñas
54;60;750;8,00;448099,492802174;4468946,87147966;Av. Ensanche de Vallecas - Alto de la Sartenilla-Peñaranda de Bracamonte
54;320;820;39,02;448457,948911143;4469187,66124661;C/. Peñaranda Bracamonte - Av. Entrepeñas-Av. Suertes
54;980;1910;51,31;448492,186074527;4469085,45805003;Av. Suertes - Av. Entrepeñas-Peñaranda de Bracamonte
54;160;630;25,40;448385,444875925;4469064,8947068;C/. Peñaranda de Bracamonte - Barranco del Novillo-Av. Suertes
54;200;655;30,53;448366,019595425;4469160,80801728;Av. Suertes - Corral Almaguer-Peñaranda Bracamonte
54;80;620;12,90;448427,62393117;4468715,15564471;Av. Ensanche de Vallecas - Via de servicio - P.P.-M-45
54;80;800;10,00;448434,772259239;4468725,94630418;Av. Ensanche de Vallecas (carriles centrales) - P.P.-M-45
54;1020;2310;44,16;448548,063819383;4468584,98665155;Via de servicio M-45 acceso Av. Ensanche de Vallecas - M-45-Av. Ensanche de Vallecas
54;80;510;15,69;448530,721541746;4469174,33524691;Av. Entrepeñas - Av. Suertes-Peñaranda Bracamonte
54;60;431;13,92;448688,054922876;4468559,12586419;Av. Ensanche de Vallecas - M-45-José Gutiérrez
54;140;1178;11,88;448719,873484542;4468434,8019359;C/. José Gutiérrez - Av. Cerro Milano-Av. Ensanche de Vallecas
54;140;619;22,62;448842,711628611;4468473,07283799;Av. Ensanche de Vallecas - Rafael León-José Gutiérrez
54;440;960;45,83;448818,172046738;4468598,38730437;C/. José Gutiérrez - Av. Suertes-Av. Ensanche de Vallecas
54;120;381;31,50;448989,869018155;4468362,91771631;Av. Ensanche de Vallecas - Rafael Leon-Cañada Santisimo
54;20;559;3,58;449055,758589162;4468216,69717045;Cañada Santisimo - Av. Cerro Milano-Av. Ensanche de Vallecas
54;180;619;29,08;449152,780450962;4468378,31646543;Cañada Santisimo - Av. Ensanche de Vallecas-Av. Cerro Milano
54;120;384;31,25;449193,985978277;4468243,91170096;Av. Ensanche de Vallecas - Adolfo Marsillach-Cañada Santisimo
54;360;1430;25,17;449027,826630259;4468735,49745459;Av. Suertes - Rafael Leon-Jose Gutierrez
54;200;830;24,10;448907,745372405;4468723,59238192;C/. Jose Gutierrez - Av. Ensanche de Vallecas-Av. Suertes
54;340;1050;32,38;448851,617135236;4468841,79896387;Av. Suertes - M-45-Jose Gutierrez
54;880;1810;48,62;448956,96899931;4468870,98295114;C/. Alto del Retiro - Av. Mediterraneo-Av. Suertes
54;460;700;65,71;448927,322488821;4468790,27244232;Delante grupo 5 - Delante grupo 5
54;140;500;28,00;448939,847255121;4468766,67488883;Delante grupo 11 - Delante grupo 11
54;340;650;52,31;448963,569575629;4468781,80963587;Delante grupo 1 - Delante grupo 1
48;100;830;12,05;441615,343346657;4475767,9421385;Jose Ortega y Gasset E-O - Pº Castellana-Serrano
48;300;1800;16,67;441705,882339595;4475769,68733175;Jose Ortega y Gasset O-E - Serrano-Pº Castellana
8;1380;2500;55,20;441319,371258338;4474841,15423716;Pº Recoletos N-S - Almirante-Prim
8;1120;3500;32,00;441301,63298559;4474763,7275141;Pº Recoletos S-N - Pl. Cibeles- Recoletos
48;1680;4050;41,48;441605,765071902;4476132,13924728;(AFOROS) Pº Castellana S-N  - Eduardo Dato - Pl.Emilio Castelar
8;1220;3800;32,11;441382,968851413;4474993,8634694;Pº Recoletos S-N - Villanueva-Jorge Juan
35;1240;1800;68,89;440758,289091424;4475515,12436752;Sagasta 20 O-E - Mejia Lequerica-Pl. Alonso Martinez
48;540;900;60,00;441085,139017928;4475582,13769423;Almagro 7 N-S - Zurbano-Pl. Alonso Martinez
35;720;2800;25,71;441114,888348354;4475374,79938861;(AFOROS) Genova 13 E-O - Zurbano-Campoamor
8;1320;3250;40,62;441254,990156824;4475271,45945618;(AFOROS) Genova O-E - General Castaños-Pl. Colon
8;520;3750;13,87;441401,492637174;4475072,29327272; Pº Recoletos  N-S -  (PL. Colon-Bárbara Braganza)
8;460;765;60,13;441294,488284123;4474975,00966206;Barbara Braganza E-O  - Pº Recoletos - Marques Ensenada
8;980;2700;36,30;441474,792659173;4475414,14427723;Pº Castellana N-S - Ayala-Pl. Colon
8;1040;3900;26,67;441460,14359159;4475294,94508151;Pº Castellana S-N - Pl. Colon-Hermosilla
8;40;535;7,48;441225,949486602;4475017,33978404;Marques de la Ensenada N-S - Orellana - Barbara Braganza
