zone;int;intmax;%;x;y;name
18;114;1500;7,60;433670,620576461;4469797,99276191;MIRABEL ENTRE MONROY Y AV. AVIACION
18;265;2800;9,46;433509,318789425;4469904,75782654;AV. AVIACION ENTRE MONROY Y MIRABEL
18;152;1800;8,44;433480,917139625;4469939,56553195;SALIDA BASE MILITAR
18;417;2800;14,89;433436,57622349;4470072,56623217;AV. AVIACION ENTRE N-V Y MONROY
18;379;1800;21,06;433497,669512761;4469966,88412327;MONROY
18;152;2800;5,43;434206,778274503;4469618,89911323;AV. AVIACION ENTRE VALLE INCLAN Y RAFAEL FINAT
18;265;2800;9,46;433552,349396988;4469846,15815618;AV. AVIACION ENTRE MIRABEL Y MONROY
18;76;1000;7,60;435685,143691598;4469373,27466603;CNO.DE LAS CRUCES ENTRE JOSE JORDAN Y JOAQUIN TURINA
18;114;1700;6,71;435726,211275083;4469315,90979409;JOAQUIN TURINA ENTRE MADRE CELESTE Y CNO.DE LAS CRUCES
18;0;1300;0,00;435591,524577849;4469334,02287548;JOAQUIN TURINA ENTRE JUAN XXIII Y CNO.DE LAS CRUCES
18;38;2000;1,90;434516,768850805;4470016,02339107;RAFAEL FINAT ENTRE COLEGIO Y BLAS CABRERA
18;227;1400;16,21;434424,880779047;4469873,08491401;RAFAEL FINAT ENTRE GRAL. SALIQUET Y BLAS CABRERA
18;227;2000;11,35;434405,206275211;4469991,12863352;BLAS CABRERA ENTRE VALLE INCLAN Y RAFAEL FINAT
18;114;2000;5,70;434992,083000196;4470006,98418618;BLAS CABRERA ENTRE CASUARINA Y MAESTRA JUSTA FREIRE
18;114;2000;5,70;434952,025221016;4469915,33111434;MAESTRA JUSTA FREIRE ENTRE GANDO Y BLAS CABRERA
18;76;2000;3,80;434831,350753433;4469950,23720057;BLAS CABRERA ENTRE JOSE CADALSO Y MAESTRA JUSTA FREIRE
18;152;2000;7,60;434828,986690742;4470371,8946452;RAFAEL FINAT ENTRE BLANCO SOLER Y VALLE INCLAN
18;76;2000;3,80;434833,942942763;4470227,8087118;MAESTRA JUSTA FREIRE ENTRE FUERTE NAVIDAD Y RAFAEL FINAT
18;76;2000;3,80;434712,560449777;4470210,6096771;RAFAEL FINAT ENTRE JOSE CADALSO Y MAESTRA JUSTA FREIRE
18;872;6000;14,53;435181,064807519;4470704,61477878;AV. LAS AGUILAS O-E(GUAREÑA-AV. POBLADOS)
18;265;4500;5,89;435077,959113364;4470778,0351471;GUAREÑA N-S(LUIS CHAMIZO-AV. LAS AGUILAS)
18;189;3000;6,30;434948,699894664;4470661,55268195;AV. LAS AGUILAS O-E(BLANCO SOLER-RAFAEL FINAT)
18;341;1500;22,73;435007,528709563;4470567,85499753;RAFAEL FINAT O-E(FUERTE NAVIDAD-VIDAUBA)
56;127;3000;4,23;441170,228458146;4469191,58355089;SAN FERMIN O-E (POPULAR MADRILEÑA-ANTEQUERA)
56;254;3000;8,47;441230,721785067;4469358,40055508;ESTAFETA S-N (NAVASCUES-MEZQUITA)
56;127;1500;8,47;441290,868840276;4469456,20653718;MEZQUITA E-O (ELIZONDO-ESTAFETA)
56;85;1500;5,67;441214,94089234;4469530,267571;OROVILLA N-S (AV. ROSALES-SILVINA)
17;0;3000;0,00;441191,432333336;4468697,45141443;OROVILLA N-S (AV. ROSALES-SILVINA)
17;103;3000;3,43;441237,679158852;4468558,11972774;OROVILLA S-N (M-40-SILVINA)
17;51;3000;1,70;441352,682235716;4468324,29407952;AV. OROVILLA N-S (M-40-CIRCULO)
17;257;3000;8,57;441362,761276296;4468182,44269774;CIRCULO O-E (SALIDA CARREFOUR-AV. OROVILLA)
17;51;3000;1,70;441436,785313354;4468133,39624675;AV. OROVILLA S-N (UNANIMIDAD-CIRCULO)
56;309;3000;10,30;441142,497146591;4468873,64774212;(AFOROS)AV. ROSALES O-E (AV.ANDALUCIA-OROVILLA)
17;206;3000;6,87;441199,262371886;4468702,53513671;OROVILLA S-N (SILVINA-AV.ROSALES)
17;206;3000;6,87;441348,997774432;4468747,88524579;AV. ROSALES E-O (SILVINA-ANTEQUERA)
17;169;1500;11,27;442574,230284866;4466791,44019733;AV. ROSALES N-S (ORO-ZAFIRO)
17;508;1500;33,87;442700,854522039;4466626,6915433;AV. ROSALES S-N (ENTRADA MADRID)
17;85;3000;2,83;442594,304306687;4466711,46338251;ZAFIRO O-E (ESTEFANIA-AV. ROSALES)
17;360;1500;24,00;441923,807069784;4468093,63839408;(TACTICO) SALIDA DE M-40 NORTE (GR-12)
17;240;3000;8,00;441856,521952583;4468344,664303;AV. ROSALES N-S (TANATORIO-M-40)
17;400;3000;13,33;441902,458778278;4468221,95801212;(TACTICO) AV. ROSALES A M-40 (SUR)
17;500;1500;33,33;442009,746540987;4468018,70944821;AV. ROSALES S-N (CTRA VILLAVERDE-M-40)
17;0;1500;0,00;442456,080635162;4466898,34317253;(TACTICO) ORO O-E
17;480;3000;16,00;441864,389561808;4468150,99827835;870506
17;120;3000;4,00;441920,264265481;4468103,55575267;(TACTICO) SALIDA M-40 NORTE (GR-10)
17;0;3000;0,00;441619,793174618;4468596,72081356;RUTILO E-O (PERIANA-AV. ROSALES)
17;103;3000;3,43;441635,464163374;4468583,56312462;PERIANA N-S (RUTILO-AV. ROSALES)
17;80;3000;2,67;441666,550215252;4468485,9999842;(TACTICO) SALIDA BRICOMART
17;51;3000;1,70;441491,748799939;4468636,60872382;AV. ROSALES N-S (SILVINA-SILVINA)
17;51;3000;1,70;441812,266935984;4468411,77595816;AV. ROSALES S-N (M-40 - OLIGISCO)
17;254;1500;16,93;442158,461197316;4467662,65478059;AV. ROSALES N-S (CTRA.VILLAVERDE-AMERICIO)
17;254;1500;16,93;442152,091048778;4467546,3323612;AV. ROSALES S-N (EUSKALDUNA-AMERICIO)
17;0;1500;0,00;442157,430073195;4467607,90174882;(TACTICO) AV. ROSALES S-N (GIRO A AMERICIO)
17;296;1500;19,73;442155,767467394;4467575,38950899;(TACTICO) AV. ROSALES S-N (DELANTE DEL GR-3)
17;169;1500;11,27;442125,745816341;4467599,22145129;(TACTICO) AMERICIO O-E (AV. ROSALES - EUSKALDUNA)
56;169;1500;11,27;441204,277656719;4469655,94391918;SAN MARIO, 18 N-S (SAN MAXIMO-CARABELOS)
17;225;4500;5,00;439401,952109883;4464901,55426055;REAL PINTO S-N(LAGUNA MARQUESADO-LAGUNA MASQUESADO)
17;134;3000;4,47;439556,222095616;4465040,18299994;LAGUNA MARQUESADO E-O(LAGUNA CAMEROS-AV. REAL PINTO)
17;0;1500;0,00;439389,633339345;4465025,44524886;SAN EZEQUIEL O-E(CIUDAD FRIAS-AV. REAL PINTO)
17;18;1500;1,20;439474,45197103;4465041,25311886;(TACTICO)LAGUNA MARQUESADO E-O(GIRO A SAN EZEQUIEL)
17;225;4500;5,00;439493,20762153;4465148,23798904;AV. REAL PINTO N-S(RESINA-SAN EZEQUIEL)
17;189;4500;4,20;439504,262669175;4465146,88190025;AV. REAL PINTO S-N(LAGUNA MARQUESADO-RESINA)
17;45;3000;1,50;439665,719860534;4465274,30760401;RESINA E-O(SAN ERASMO-AV. REAL PINTO)
17;288;4500;6,40;439581,608579023;4465336,55617038;AV. REAL  PINTO N-S(SAN CESAREO-MONTEJO)
17;135;1500;9,00;439450,925150315;4465267,10252696;MONTEJO O-E(CIUDAD FRIAS-AV. REAL PINTO)
17;270;1500;18,00;440083,597700103;4465696,04540081;SAN NORBERTO E-O(SAN TARSICIO-SAN ERASMO)
17;45;1500;3,00;439986,116875002;4465611,6569825;SAN ERASMO S-N(SAN CESARIO-SAN NORBERTO)
17;180;3000;6,00;439934,336146974;4465707,96218417;SAN NORBERTO O-E(AV. REAL PINTO-SAN ERASMO)
17;180;1500;12,00;439934,809317916;4466080,72037388;AV. REAL PINTO N-S(GOMEZ ACEBO-AV. REAL PINTO)
17;405;1500;27,00;439986,766519446;4465905,93340989;AV. REAL PINTO S-N(SAN JENARO-DOMINGO PARRAGA)
17;270;3000;9,00;439878,851608338;4465963,39794732;DOMINGO PARRAGA E-O(PZ. GOMEZ ACEBO-AV. REAL PINTO)
17;0;1500;0,00;439948,29306517;4466093,46597361;(TACTICO)MAGNESIA E-O(BISMUTO-AV. REAL PINTO)
17;180;3000;6,00;439198,577986926;4465978,93245115;DOMINGO PARRAGA O-E(PSO. FERROVIARIOS-TRAV. LEGANES)
17;45;3000;1,50;439433,273733909;4465968,57537791;DOMINGO PARRAGA E-O(ALBERTO PALACIOS-TRAV. LEGANES)
17;135;1500;9,00;439352,813498244;4466017,88707399;ASTILLERO N-S(ESCRIBANOS-DOMINGO PARRAGA)
17;225;3000;7,50;439225,140462605;4465138,69635788;VALLE TOBALINA N-S(MONTEJO-SAN EZEQUIEL)
17;135;3000;4,50;439229,892866627;4464942,37427462;VALLE TOBALINA S-N(AV. REAL PINTO-SAN EZEQUIEL)
17;45;1500;3,00;439306,551415504;4465032,12844591;SAN EZEQUIEL E-O(AV. REAL PINTO-VALLE TOBALINA)
17;7;1200;0,58;439644,281802437;4465935,28010179;(TACTICO) SALIDA RENFE (ADIF)
17;315;3000;10,50;439233,916406528;4465540,25317227;VALLE TOBALINA N-S (ACEBEDA - BASCUÑUELOS)
17;45;1500;3,00;439287,255664079;4465482,88695572;BASCUÑUELOS E- O (CIUDAD FRIAS - VALLE TOBALINA)
17;180;3000;6,00;439242,081051469;4465439,44701927;VALLE TOBALINA S-N (MONTEJO-BASCUÑUELOS)
17;135;1500;9,00;439192,159430309;4465480,06664463;BASCUÑUELOS O-E (SAN MAMES - VALLE TOBALINA)
4;240;1500;16,00;438496,733396952;4474069,62164349;AV SAAVEDRA FAJARDO N-S(AV PORTUGAL-Pº EXTREMADURA)
4;680;3000;22,67;438563,141819895;4474058,20848641;MARQUES MONISTROL N-S (CALLE 30)
4;920;3000;30,67;438687,711421502;4473964,33157887;PTE SEGOVIA E-O (VIRGEN PUERTO-MARQUES MONISTROL)
4;200;1500;13,33;438562,595949642;4473855,39841789;Pº ERMITA SANTO S-N
4;360;3000;12,00;438368,062685502;4473952,51591264;Pº EXTREMADURA E-O(Pº ERMITA-CARAMUEL)(CARRIL ABIERTO)
4;1080;3000;36,00;438391,835439507;4473949,24904351;Pº EXTREMADURA O-E(CARAMUEL-Pº ERMITA)(CARRIL ABIERTO)
4;480;1500;32,00;438317,382347317;4473849,95562396;CARAMUEL S-N(JUAN TORNERO-Pº EXTREMADURA)
4;0;1500;0,00;438319,166580717;4473810,86112774;CARAMUEL N-S(Pº EXTREMADURA-JUAN TORNERO)
4;560;3000;18,67;438269,766333535;4473937,7511141;Pº EXTREMADURA E-O(CARAMUEL-PTA. ANGEL)(CARRIL ABIERTO)
24;240;1500;16,00;438120,466727435;4473995,44533851;PTA. ANGEL N-S(AV. PORTUGAL-Pº EXTREMADURA)
24;920;3000;30,67;438219,812080289;4473924,75529659;Pº EXTREMADURA O-E(PTA. ANGEL-CARAMUEL)(CARRIL ABIERTO)
24;480;3000;16,00;438110,68634461;4473891,93032534;(AFOROS)Pº EXTREMADURA E-O(PTA ANGEL-FRUELA)
24;120;1500;8,00;438004,401612474;4473858,58979496;FRUELA N-S
24;480;3000;16,00;438030,719663738;4473845,07894568;(AFOROS)Pº EXTREMADURA O-E(STA. URSULA-JAIME VERA)
24;80;1500;5,33;438026,857650383;4473820,52361178;STA. URSULA S-N
24;200;1500;13,33;438019,702266255;4473770,95236326;STA. URSULA S-N (DOÑA URRACA-ANTONIO ZAMORA)
24;320;1500;21,33;437993,883042881;4473834,86094437;Pº EXTREMADURA E-O(FRUELA-GUADARRAMA)
24;480;3000;16,00;437925,46158809;4473795,61744255;Pº EXTREMADURA E-O(GUADARRAMA-STA. URSULA)
24;480;3000;16,00;437740,465947243;4473716,17230417;Pº EXTREMADURA E-O(SISEBUTO-TURISIMUNDO)
24;487;3000;16,23;437661,174455419;4473668,8464702;Pº EXTREMADURA O-E(REPULLES VARGAS-SISEBUTO)
24;40;1500;2,67;437640,655887235;4473644,34734084;REPULLES VARGASS-N
24;14;1500;0,93;437489,688565549;4473612,18564708;(TACTICO)GRAL MANSO N-S
24;40;1500;2,67;437522,961877994;4473588,36596216;(TACTICO)LA MILAGROSA S-N
24;360;3000;12,00;437479,073442772;4473591,76069427;Pº EXTREMADURA E-O(TURISMUNDO-GRAL. MANSO)
24;40;1500;2,67;437376,689275761;4473563,63582926;(TACTICO) ALFONSO ACEA N-S
24;640;3000;21,33;437406,111680784;4473548,45680705;Pº EXTREMADURA O-E(NAVAS DEL REY-LA MILAGROSA)
24;160;1500;10,67;437307,739405215;4473451,54924923;FRANCISO BRIZUELA  S-N(BENICASIM-Pº EXTREMADURA)
24;840;3000;28,00;437213,219154415;4473454,59124041;Pº EXTREMADURA O-E(NAVAS DEL REY-LA MILAGROSA)
24;45;1500;3,00;437080,63594337;4473232,94286897;SAGRADOS CORAZONES E-O
4;192;1500;12,80;438402,378441057;4473716,78745085;JUAN TORNERO E-O(LAIN CALVO-CARAMUEL)
18;240;3000;8,00;438339,28396072;4473620,29351269;CARAMUEL N-S(DOÑA MENCIA-ANTILLON SENTIDO)
18;96;3000;3,20;438073,774440013;4473278,00914369;CARAMUEL N-S(FIDIAS-Pº OLIVOS)
18;96;1500;6,40;438081,322591991;4473342,2322854;(TACTICO) JAIME III O-E
18;85;3000;2,83;438071,19029608;4473018,11536282;CARAMUEL S-N(AV. CAPRICHOS-PABLO SARASATE)
18;96;1500;6,40;438025,877532718;4473092,97902313;(TACTICO) PABLO SARASATE O-E
18;96;1500;6,40;437964,958632364;4473142,37042617;Pº OLIVOS O-E(Mª DEL CARMEN-CARAMUEL)
18;42;2000;2,10;437807,913035316;4473101,2195011;(TACTICO)MARIA DEL CARMEN N-S(CAMPILLO-P.OLIVOS)
18;42;1500;2,80;437578,208378494;4473068,39363039;Pº.DE LOS JESUITAS ENTRADA CRUCE JUNTO LINEA PARADA  N-S
18;520;2800;18,57;438026,235776038;4471033,11239496;GTA. VALLE DE ORO (VALLE DE ORO - OPORTO)
18;0;1500;0,00;437988,490313788;4471108,46445317;VALLE DE ORO (RIO DE ORO - GTA. VALLE DE ORO)
18;169;1500;11,27;436468,249366286;4470754,36930197;NTRA SRA. LUZ, 41 O-E(FERNANDO DELGADO-CAMINO INGENIEROS)
18;169;1500;11,27;436503,246468026;4470728,19744532;NTRA SRA. LUZ, 43 E-O(FERNANDO DELGADO-NTRA. SRA. FATIMA)
18;212;1500;14,13;436319,690537145;4470827,79176425;NTRA SRA. LUZ, 49 E-O(OCAÑA-CAMINO INGENIEROS)
18;212;1500;14,13;436462,521275023;4470864,82791621;CAMINO INGENIEROS, 17 N-S(JUAN ALONSO-NTRA. STA LUZ
18;0;1500;0,00;437411,086679682;4471248,36645461;EDUARDO MORALES N-S ENTRADA CRUCE JUNTO A LÍNEA DE PARADA
18;0;1500;0,00;437412,08891174;4471218,54997536;EDUARDO MORALES S-N ENTRADA CRUCE JUNTO A LÍNEA DE PARADA
18;720;3000;24,00;436842,729000117;4470899,03482581;NTRA.SRA.DE FÁTIMA ENTRE DEL ESPINAR Y PSO. MARCELINO CAMACHO SENTIDO S-N
18;169;1500;11,27;436816,994597728;4470887,02902616;DEL ESPINAR N-S ENTRADA CRUCE JUNTO A LÍNEA DE PARADA (DEMANDA)
18;212;1500;14,13;436990,147511803;4470949,43899556;PSO. MARCELINO CAMACHO E-O(LAGUNA-ANTOLINA MERINO)
18;85;1500;5,67;437030,116508789;4470910,99197466;(TACTICO) EULALIA GIL S-N
18;169;1500;11,27;437087,656377634;4471156,35614894;OCA ENTRE TINTAS Y BERNARDINA ARANGUREN SENTIDO E-O
18;254;1500;16,93;437091,909560694;4471154,04050471;OCA ENTRE BERNARDINA ARANGUREN Y TINTAS SENTIDO O-E
18;212;3000;7,07;436662,944822675;4470773,6745255;GUABAIRO N-S(NTR.SRA FATIMA-NTR.SRA LUZ)
18;0;1500;0,00;436710,329606812;4470775,86159209;(TACTICO)JUANA UROSA  E-O(C.AGUILERA-N.S.FATIMA)
18;635;3000;21,17;436837,465649961;4471029,73072955;PSO. MARCELINO CAMACHO S-N(NTRA.SRA.FATIMA-GTA. EJERCITO)
18;424;1500;28,27;436550,639794472;4470543,70127185;NTRA. SRA. FATIMA N-S(MONSEÑOR OSCAR ROMERO-NTRA. SRA. LUZ)
18;85;1500;5,67;436519,576555094;4470522,88552152;(TACTICO) MONSEÑOR OSCAR ROMERO N-S(FERNANDO DELGADO-NTRA.SRA.FATIMA)
18;127;1500;8,47;437306,963607765;4471210,54445311;OCA ENTRE EDUARDO MORALES Y BLANDÓN SENTIDO E-O
18;127;1500;8,47;437182,306488417;4471112,14089685;PINZON S-N
18;42;1500;2,80;437182,317189077;4471221,09033725;PINZON N-S
24;168;1500;11,20;438127,546521846;4473995,50210552;PTA. ANGEL S-N(Pº EXTREMADURA-AV. PORTUGAL)
24;0;1500;0,00;438112,423650049;4474041,54197641;(TACTICO) AV. PORTUGAL E-O
24;120;1500;8,00;438070,711654485;4474038,70956884;PTA. ANGEL N-S (CASA CAMPO)
24;240;1500;16,00;438080,719705151;4473996,73197248;(TACTICO) AV. PORTUGAL O-E
24;585;3500;16,71;435535,169564797;4472569,98932785;(TACTICO) PROLONG. YEBENES  S-N(SEPULVEDA-SAN MANUEL)
24;405;1500;27,00;435548,160000884;4472573,29107988;(TACTICO) PROLONG. YEBENES ACCESO A-5
24;180;1800;10,00;435524,003484397;4472585,37316561;(TACTICO) SAN MANUEL GIRO IZDA. A A-5 (DIRECCION MADRID)
24;45;1500;3,00;435537,693287952;4472609,40217833;(TACTICO) INCORPORACION DESDE A-5 (DIRECCIÓN CASA CAMPO)
18;450;1700;26,47;435897,117506385;4472156,58683463;LOS YEBENES ENTRADA CRUCE SENTIDO E-O
18;180;1500;12,00;436074,164371036;4471884,50542783;YEBENES S-N(CGIO.H.CORTES-DUQ.PARCENT)
18;315;3000;10,50;435780,214369787;4472175,14348516;VALMOJADO ENTRE YEBENES Y SESEÑA
18;225;1500;15,00;435688,861592935;4472161,34211971;SESEÑA ENTRE TEMBLEQUE Y VALMOJADO SENTIDO O-E
18;540;3200;16,88;435774,966071827;4472143,73545102;VALMOJADO ENTRE SESEÑA Y LOS YEBENES SENTIDO S-N
18;90;1500;6,00;435209,517482301;4472219,39465063;SESEÑA ENTRE ESCALONIA Y ACCESO N-V SENTIDO E-O
18;90;1500;6,00;435192,123014175;4472222,05426417;ACCESO N-V ENTRADA AL 37290
18;90;1500;6,00;435182,97606627;4472208,33008978;SESEÑA ENTRE ILLESCAS Y ACC. N-V
24;780;1500;52,00;435030,037165191;4472329,9064814;ACCESO DE N-V A CTRA. BOADILLA
24;180;1700;10,59;435057,24142768;4472313,75563252;CTRA. BOADILLA E-O (N-V-CARABIAS)
24;750;1700;44,12;435057,323457637;4472309,73478756;CTRA. BOADILLA O-E (CARABIAS-N-V)
24;360;1500;24,00;434798,147868895;4472336,15042843;CTRA. DE BOADILLA O-E (AZOR-CARABIAS)
24;810;1500;54,00;434396,618052436;4472354,26188377;CTRA. BOADILLA E-O (GALICIA-SEDANO)
24;300;1000;30,00;434421,704622836;4472337,61006396;(TACTICO)GALICIA S-N(FUENTESAUCO-BOADILLA)
24;720;1500;48,00;434085,601422852;4472369,38121974;CTRA. BOADILLA O-E(CTRA. M502-AYLLON)
24;0;1000;0,00;434164,954959715;4472369,31437765;(TACTICO)AYLLON N-S
24;30;1200;2,50;434179,449497702;4472337,53030296;(TACTICO)AYLLON S-N
24;982;3600;27,28;434253,924604106;4472157,96289784;CTRA. CARABANCHEL ARAVACA O-E(M502-SANCHIDRIAN) 85m.
24;1015;3600;28,19;434287,016487763;4472102,24392466;CTRA. CARABANCHEL ARAVACA O-E(M502-SANCHIDRIAN) 20m.
24;164;1800;9,11;434337,85091759;4472017,34949435;CTRA. CARABANCHEL ARAVACA E-O(SEBASTIAN ALVARO-VILLAVICIOSA)10m.
24;65;1500;4,33;434351,850574856;4472052,81153771;(TACTICO)VILLAVICIOSA N-S(SEDANO-CTRA. CARABANCHEL ARAVACA)
24;229;1500;15,27;434296,461231821;4472044,95035738;(TACTICO)SANCHIDRIAN S-N(CINE-CTRA. CARABANCHEL ARAVACA)
24;753;3600;20,92;434393,072188652;4471909,50455628;CTRA. CARABANCHEL ARAVACA E-O(DANIEL SEGOVIA-VILLAVICIOSA)
24;949;3600;26,36;434396,665113733;4471886,5937778;CTRA. CARABANCHEL ARAVACA O-E(VILLAVICIOSA-SEBASTIAN ALVARO)
18;0;1500;0,00;434456,335136066;4471779,86878801;(TACTICO)SEBASTIAN ALVARO S-N(CINE-AV. POBLADOS) (CARRIL IZDA.)
18;131;1500;8,73;434484,603722902;4471789,23175266;(TACTICO) CTRA. CARABANCHEL ARAVACA E-O(GIRO SEBASTIAN ALVARO)
18;315;1400;22,50;436193,211016706;4472001,52189698;CUART DE POBLET ENTRADA CRUCE SENTIDO N-S
18;327;1500;21,80;434461,295711348;4471776,8413667;SEBASTIAN ALVARO S-N(CINE-AV. POBLADOS) (CARRIL DCHA.)
18;687;3600;19,08;434629,988867904;4471641,28829094;CTRA. CARABANCHEL ARAVACA E-O(PILAR-SEBASTIAN ALVARO)
18;295;1500;19,67;434625,944460679;4471638,52107595;CTRA. CARABANCHEL ARAVACA E-O GIRO IZQDA (PILAR-SEBASTIAN ALVARO)
24;180;1700;10,59;434936,25110218;4472323,6508377;(MICRO)CTRA. BOADILLA E-O (N-V-CARABIAS)
18;458;1500;30,53;434450,143895528;4471779,72148503;(MICRO) SEBASTIAN ALVARO SALIDA DELANTE GR-8
40;280;993;28,20;444569,606836005;4471023,04709155;Av. Buenos Aires - Arroyo del Olivar-Av. Palomeras 
40;180;442;40,72;444669,364321583;4470879,31934283;Av. Palomeras - Pedro Laborde-Av. Buenos Aires
40;180;1162;15,49;444575,131819418;4470794,5799891;Av. Buenos Aires - Río Iguazú-Av. Palomeras
40;220;1042;21,11;444582,112897468;4470451,16652214;Av. Buenos Aires - Av. Pablo Neruda-Pedro Laborde
40;300;1128;26,60;444715,793281764;4470346,50847594;Av. Pablo Neruda - Lago San Martín-Av. Buenos Aires
40;540;1493;36,17;444590,222178063;4470140,40617203;Av. Buenos Aires - Túnel Av. San Diego-Av. Pablo Neruda
40;260;1267;20,52;444463,47679013;4470287,94472968;Av. Pablo Neruda - Cenicienta-Av. Buenos Aires
40;320;1133;28,24;444562,800786609;4470442,26693021;Av. Buenos Aires - Pedro Laborde-Av. Pablo Neruda
40;300;1435;20,91;445130,422554593;4470796,06907911;Av. Pablo Neruda - Guillermo Pingarrón-Av. Palomeras
40;260;1320;19,70;445030,824334765;4470588,43357013;Av. Pablo Neruda - Leoneses-Av. Palomeras
40;100;413;24,21;445022,629411599;4470728,55194687;Av. Palomeras - Pedro Laborde-Av. Pablo Neruda
40;220;960;22,92;443761,162510015;4470333,28452722;Av. Pablo Neruda - Candilejas-Santos Inocentes
40;200;1167;17,14;443611,670384136;4470328,37326122;C/. Candilejas - Pto. Balbarán-Av. Pablo Neruda
40;160;509;31,43;443613,50202042;4470458,09220704;Av. San Diego - Vizconde de Arlessón-Candilejas
40;140;686;20,41;443758,499690566;4470540,12200582;C/. Candilejas - Javier de Miguel-Av. San Diego
40;120;586;20,48;444078,660651302;4471351,22683377;C/. Arroyo del Olivar - Tte. Muñoz Diaz-Payaso Fofó
40;320;970;32,99;444026,179498046;4471494,22735892;C/. Payaso Fofó - Av. Albufera-Arroyo del Olivar
40;180;605;29,75;443940,249537659;4471413,965602;C/. Arroyo del Olivar - Sierra del Cadi-Payaso Fofó
40;180;518;34,75;443877,55872717;4471451,18975875;C/. Arroyo del Olivar - Payaso Fofó-Sierra de Cadi
40;280;598;46,82;443923,546752061;4471554,92018498;C/. Sierra del Cadi - Av. Albufera-Arroyo del Olivar
40;360;1022;35,23;443783,404768372;4471537,51754084;C/. Arroyo del Olivar - Ntra. Sra. Perpetuo Socorro-Sierra del Cadi
40;200;571;35,03;443800,752064922;4471367,16293585;C/. Carlos Martín Álvarez - Javier de Miguel-Arroyo del Olivar
40;280;677;41,36;443471,998728553;4471603,66268875;C/. Martínez de la Riva - Arroyo del Olivar-Párroco Emilio Franco
40;560;1641;34,13;445212,181920666;4470890,81024098;Av. Pablo Neruda - Luis Buñuel- Guillermo Pingarrón
40;740;1747;42,36;445308,212573019;4471096,07537806;Av. Pablo Neruda - Av. Albufera-Luis Buñuel
40;60;331;18,13;443593,922895112;4471127,05566635;C/. Carlos Martínez de la Riva - Javier de Miguel-Carlos Martín Álvarez
40;40;302;13,25;443602,47134331;4471098,70095254;C/. Carlos Martínez de la Riva - Carlos Martín Álvarez-Javier de Miguel
40;40;302;13,25;443621,088335558;4471081,16526829;C/. Carlos Martín Álvarez - Javier de Miguel-Martínez de la Riva
40;100;571;17,51;443612,092323658;4471153,21698743;C/. Javier de Miguel - Martínez de la Riva-Carlos Martín Álvarez
40;40;125;32,00;443616,474091973;4471161,35170226;C/. Javier de Miguel - Martínez de la Riva-Carlos Martín Álvarez
40;100;413;24,21;443636,88242375;4471122,33089275;C/. Carlos Martín Álvarez - Martinez de la Riva-Javier de Miguel
40;480;1164;41,24;443753,0182573;4470311,44455286;Av. Pablo Neruda - Candilejas-Romeo y Julieta
40;120;543;22,10;443818,74347214;4470306,37784808;Av. Pablo Neruda - Av. Pablo Neruda-Av. Pablo Neruda (mediana)
47;460;1195;38,49;443074,7912099;4472271,55885023;Av. Ciudad de Barcelona - Seco-M-30
47;280;1459;19,19;443274,15359032;4472140,41097923;Av. Albufera - Melquiades Biencinto-M-30
40;200;1474;13,57;443457,923338832;4472011,66972733;Av. Albufera - Sierra de Javalambre-Concordia
40;520;1378;37,74;443476,879400163;4471991,53862675;Av. Albufera - Concordia-Sierra de Javalambre
40;300;1109;27,05;443711,759957149;4471834,89531687;Av. Albufera - Puerto Pajares-Perpetuo Socorro
40;460;1532;30,03;443759,815205051;4471794,21382348;Av. Albufera - Perpetuo Socorro-Puerto Pajares
40;340;1594;21,33;443873,506430199;4471714,7620581;Av. Albufera - Perpetuo Socorro-Puerto Pajares
40;360;1137;31,66;443942,782035839;4471674,09382963;Av. Albufera - Perpeto Socorro-Siera de Cadi
40;380;979;38,82;444006,15737236;4471622,01797551;Av. Albufera - Payaso Fofó-Sierra de Cadi
40;360;989;36,40;444059,79566208;4471591,56430523;Av. Albufera - Sierra del Cadi-Josefa Díaz
40;200;1090;18,35;444281,466050684;4471447,62616123;Av. Albufera - Josefa Díaz-Cantalapiedra
40;440;1291;34,08;444278,83594848;4471454,55126694;Av. Albufera - Cantalapiedra-Josefa Díaz
40;480;1238;38,77;444697,625624266;4471400,2041054;Av. Albufera - Sierra Faladora-Pío Felipe
47;1700;3015;56,38;443251,195239525;4472316,35006063;Vía Servicio M-30 - M-30-Av. Albufera
47;980;2731;35,88;443150,447883777;4472061,29053134;Vía Servicio M-30 - M-30-Av. Albufera
47;40;226;17,70;443234,384370966;4472099,81725163;C/. Melquiades Biencinto - Antonio Calas-Av. Albufera
47;600;1570;38,22;443289,945775209;4472122,3153729;Av. Albufera - Melquiades Biencinto-Monte Igueldo
47;40;221;18,10;443273,254416963;4472235,59589284;C/. Peña Prieta - Sierra de los Filabres-M-30
47;440;1645;26,75;443299,394006514;4471995,14226896;Av. Monte Igueldo - Antonia Calas-Pintora Angeles Santos
47;260;514;50,58;443323,046660926;4471921,73621442;C/. Peña Gorbea - Concordia-Melquiades Biencinto
40;180;461;39,05;443503,296250502;4471903,99917848;C/. Dr. Fernando Primo de Rivera - Peña Gorbea-Av. Albufera
40;60;216;27,78;443829,024909483;4471691,57642609;C/. Ntra. Sra. Perpetuo Socorro - Puerto del Monasterio-Av. Albufera
